0000001089,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:42:39 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:03:57,    237262,   717.6212,  1.11531e-08,  2.85591e-09,  1.58025e-08,  4.43975e-09,  0.00000e+00,  2.50398e-09,  2.33275e-10,  1.63615e-09,
00:03:57,    237600,   719.0585,  1.11556e-08,  2.85591e-09,  1.60256e-08,  3.73885e-09,  2.34350e-10,  2.50398e-09,  2.34350e-10,  1.40180e-09,
00:03:57,    237938,   720.4958,  1.11556e-08,  2.85591e-09,  1.53571e-08,  3.73992e-09,  4.67625e-10,  2.33736e-09,  7.00900e-10,  1.40180e-09,
00:03:58,    238276,   721.6449,  1.06230e-08,  3.63589e-09,  1.58025e-08,  3.73885e-09,  2.34350e-10,  2.50398e-09,  7.00900e-10,  1.40180e-09,
00:03:58,    238614,   723.0822,  1.11556e-08,  3.37550e-09,  1.62468e-08,  3.27230e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10,  1.40180e-09,
00:03:58,    238952,   724.5194,  9.56016e-09,  3.37550e-09,  1.53571e-08,  3.03795e-09,  0.00000e+00,  1.83594e-09,  0.00000e+00,  1.16852e-09,
00:03:59,    239291,   725.9567,  1.00903e-08,  3.37550e-09,  1.51350e-08,  2.80467e-09, -2.34350e-10,  2.33659e-09,  0.00000e+00,  1.16852e-09,
00:03:59,    239628,   727.3941,  9.03000e-09,  3.11511e-09,  1.58025e-08,  3.03795e-09,  4.67625e-10,  2.67061e-09,  7.00900e-10,  1.16852e-09,
00:03:59,    239967,   728.8313,  7.96720e-09,  3.89508e-09,  1.60247e-08,  3.03795e-09, -2.33275e-10,  2.00257e-09, -2.34350e-10,  1.40287e-09,
00:04:00,    240305,   729.9817,  8.49982e-09,  3.37550e-09,  1.53571e-08,  3.03795e-09,  0.00000e+00,  2.16996e-09, -4.67625e-10,  1.40287e-09,
00:04:00,    240644,   731.4190,  9.03000e-09,  3.11630e-09,  1.49128e-08,  2.80467e-09,  2.34350e-10,  2.16996e-09,  0.00000e+00,  9.34175e-10,
00:04:00,    240982,   732.5681,  7.96720e-09,  4.15428e-09,  1.44664e-08,  2.80360e-09,  2.33275e-10,  2.16996e-09, -2.34350e-10,  1.63615e-09,
00:04:01,    241321,   734.0053,  7.96720e-09,  3.89508e-09,  1.55792e-08,  2.80360e-09, -4.67625e-10,  1.83594e-09, -2.34350e-10,  2.10270e-09,
00:04:01,    241658,   735.4427,  6.37182e-09,  3.37550e-09,  1.51350e-08,  2.57032e-09, -2.34350e-10,  2.16996e-09, -2.34350e-10,  1.86942e-09,
00:04:01,    241997,   736.5930,  6.90443e-09,  3.89508e-09,  1.44664e-08,  3.27230e-09,  2.34350e-10,  2.33736e-09,  0.00000e+00,  1.63615e-09,
00:04:02,    242335,   738.0303,  7.96720e-09,  4.15547e-09,  1.44664e-08,  2.57032e-09,  0.00000e+00,  2.33736e-09,  0.00000e+00,  1.40180e-09,
00:04:02,    242674,   739.1793,  6.37182e-09,  3.63589e-09,  1.51350e-08,  2.57032e-09,  4.67625e-10,  2.00257e-09, -2.34350e-10,  1.86942e-09,
00:04:03,    243012,   740.9036,  7.96720e-09,  3.63469e-09,  1.40221e-08,  2.57032e-09,  2.34350e-10,  2.33736e-09,  4.67625e-10,  7.00900e-10,
00:04:03,    243350,   742.0540,  7.96720e-09,  3.11630e-09,  1.33535e-08,  3.27122e-09,  4.67625e-10,  2.33736e-09,  7.00900e-10,  1.40287e-09,
00:04:03,    243689,   743.4912,  6.90443e-09,  3.89508e-09,  1.37989e-08,  3.27230e-09,  7.00900e-10,  2.50398e-09,  4.67625e-10,  1.40287e-09,
00:04:04,    244027,   744.9286,  7.43705e-09,  3.11630e-09,  1.51350e-08,  2.57140e-09, -2.33275e-10,  2.16996e-09,  0.00000e+00,  1.40287e-09,
00:04:04,    244365,   746.3659,  8.49739e-09,  2.85591e-09,  1.42442e-08,  2.80467e-09,  4.67625e-10,  2.67061e-09,  2.33275e-10,  9.34175e-10,
00:04:04,    244704,   747.5162,  6.90443e-09,  3.11630e-09,  1.37989e-08,  3.27122e-09,  2.34350e-10,  2.67061e-09,  2.34350e-10,  4.67625e-10,
00:04:05,    245042,   749.2404,  6.90443e-09,  3.37550e-09,  1.44664e-08,  2.33705e-09, -2.34350e-10,  1.83594e-09, -2.34350e-10,  1.40287e-09,
00:04:05,    245381,   750.6778,  8.49739e-09,  2.85591e-09,  1.37999e-08,  2.33705e-09,  0.00000e+00,  1.83594e-09,  2.33275e-10,  1.16852e-09,
00:04:05,    245719,   751.8281,  7.43459e-09,  2.85591e-09,  1.49128e-08,  2.10377e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:04:06,    246057,   753.2641,  5.31148e-09,  3.89508e-09,  1.35767e-08,  2.10270e-09, -2.34350e-10,  2.00257e-09, -2.34350e-10,  1.40180e-09,
00:04:06,    246396,   754.4145,  5.84409e-09,  3.63469e-09,  1.40221e-08,  1.86942e-09, -4.67625e-10,  2.16996e-09, -4.67625e-10,  1.16852e-09,
00:04:06,    246733,   755.8518,  6.37425e-09,  3.11511e-09,  1.37989e-08,  2.57140e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  9.35250e-10,
00:04:07,    247072,   756.7139,  6.90443e-09,  4.41467e-09,  1.31313e-08,  2.33705e-09,  2.34350e-10,  2.00257e-09,  0.00000e+00,  1.40180e-09,
00:04:07,    247409,   758.4394,  6.90443e-09,  3.11511e-09,  1.40221e-08,  2.80467e-09,  2.33275e-10,  2.00257e-09,  0.00000e+00,  7.00900e-10,
00:04:07,    247747,   759.8754,  5.84164e-09,  4.15547e-09,  1.26870e-08,  1.63615e-09, -2.34350e-10,  2.00334e-09, -4.67625e-10,  1.40180e-09,
00:04:08,    248086,   761.0258,  5.84164e-09,  4.15547e-09,  1.37989e-08,  1.40180e-09, -2.33275e-10,  1.66932e-09, -7.00900e-10,  1.86942e-09,
00:04:08,    248424,   762.4631,  5.31148e-09,  3.89508e-09,  1.33535e-08,  1.63507e-09, -4.67625e-10,  2.33736e-09, -4.67625e-10,  1.16852e-09,
00:04:08,    248762,   763.9004,  5.84164e-09,  4.41467e-09,  1.31313e-08,  2.10270e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  1.16852e-09,
00:04:09,    249101,   765.3377,  4.77886e-09,  4.15547e-09,  1.33535e-08,  1.86942e-09,  0.00000e+00,  2.33659e-09, -2.34350e-10,  1.16852e-09,
00:04:09,    249439,   766.4867,  4.78130e-09,  3.89508e-09,  1.29091e-08,  1.86942e-09,  0.00000e+00,  2.00257e-09, -2.34350e-10,  1.16852e-09,
00:04:09,    249777,   768.2122,  5.84164e-09,  4.15428e-09,  1.31313e-08,  2.33705e-09,  9.35250e-10,  2.16996e-09,  2.34350e-10,  4.67625e-10,
00:04:10,    250116,   769.3613,  5.84164e-09,  3.89508e-09,  1.24638e-08,  2.57140e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  1.40180e-09,
00:04:10,    250453,   770.5117,  4.78130e-09,  4.15428e-09,  1.22407e-08,  2.33705e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  9.35250e-10,
00:04:10,    250792,   771.6607,  6.90443e-09,  3.11630e-09,  1.35767e-08,  2.57032e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  2.33275e-10,
00:04:11,    251131,   773.6732,  6.37425e-09,  3.11630e-09,  1.22407e-08,  2.10377e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  9.35250e-10,
00:04:11,    251468,   774.5353,  6.90443e-09,  3.37550e-09,  1.24638e-08,  2.33705e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  2.33275e-10,
00:04:11,    251806,   775.9726,  5.84164e-09,  3.63469e-09,  1.15731e-08,  2.33705e-09,  4.67625e-10,  2.50398e-09,  7.01975e-10,  7.01975e-10,
00:04:12,    252144,   777.1217,  5.31148e-09,  4.41467e-09,  1.29082e-08,  2.33705e-09,  7.00900e-10,  2.67137e-09,  2.34350e-10,  9.35250e-10,
00:04:12,    252482,   778.5603,  6.37425e-09,  2.85591e-09,  1.33546e-08,  1.63615e-09,  0.00000e+00,  2.00334e-09, -2.34350e-10,  7.00900e-10,
00:04:12,    252820,   779.7093,  7.96720e-09,  3.37550e-09,  1.33535e-08,  2.57032e-09,  2.33275e-10,  2.33736e-09,  2.33275e-10,  4.67625e-10,
00:04:13,    253158,   781.4349,  7.96720e-09,  3.63589e-09,  1.29082e-08,  2.57032e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10,  2.33275e-10,
00:04:13,    253495,   782.5839,  7.43459e-09,  3.63469e-09,  1.24638e-08,  2.10377e-09,  4.67625e-10,  2.33736e-09,  0.00000e+00,  4.67625e-10,
00:04:13,    253833,   784.3095,  5.84409e-09,  3.63589e-09,  1.24638e-08,  2.10270e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  9.35250e-10,
00:04:14,    254170,   785.7468,  5.84164e-09,  3.89508e-09,  1.31313e-08,  2.57032e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  7.01975e-10,
00:04:14,    254509,   786.6076,  6.37182e-09,  3.37550e-09,  1.31313e-08,  2.10377e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  9.35250e-10,
00:04:14,    254847,   788.3331,  7.96720e-09,  3.63469e-09,  1.31313e-08,  2.57032e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:04:15,    255185,   789.7704,  6.90443e-09,  3.63589e-09,  1.26860e-08,  2.10270e-09,  4.67625e-10,  2.67061e-09,  7.00900e-10,  9.35250e-10,
00:04:15,    255523,   790.9208,  5.84164e-09,  3.37550e-09,  1.26860e-08,  2.33705e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  4.67625e-10,
00:04:15,    255861,   792.3568,  6.90443e-09,  3.63589e-09,  1.24638e-08,  2.33705e-09,  4.67625e-10,  2.50398e-09,  7.00900e-10,  4.67625e-10,
00:04:16,    256199,   793.5071,  7.43705e-09,  3.89508e-09,  1.22416e-08,  2.57032e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  9.35250e-10,
00:04:16,    256537,   794.9444,  6.37425e-09,  3.37550e-09,  1.33535e-08,  1.63615e-09, -2.33275e-10,  2.16996e-09,  2.33275e-10,  4.67625e-10,
00:04:16,    256875,   796.3817,  7.96720e-09,  3.37550e-09,  1.29091e-08,  1.63615e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:04:17,    257213,   797.8191,  6.90443e-09,  3.89508e-09,  1.31313e-08,  2.10377e-09,  2.33275e-10,  2.67061e-09,  2.34350e-10,  4.67625e-10,
00:04:17,    257552,   799.5432,  5.31148e-09,  4.41467e-09,  1.35767e-08,  9.35250e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  1.16852e-09,
00:04:17,    257889,   800.6936,  6.90443e-09,  3.63469e-09,  1.26860e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  7.00900e-10,  2.33275e-10,
00:04:18,    258227,   802.1309,  4.78130e-09,  3.63469e-09,  1.33535e-08,  1.63507e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  7.01975e-10,
00:04:18,    258565,   802.7048,  6.90443e-09,  3.63469e-09,  1.29091e-08,  1.86942e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:04:18,    258903,   804.7186,  6.37425e-09,  3.37550e-09,  1.37999e-08,  1.86942e-09, -2.33275e-10,  2.00334e-09, -2.33275e-10,  9.35250e-10,
00:04:19,    259241,   805.8676,  6.90443e-09,  3.89508e-09,  1.29082e-08,  1.63615e-09,  2.33275e-10,  2.33736e-09,  4.67625e-10,  4.67625e-10,
00:04:19,    259578,   807.3050,  4.78130e-09,  3.11630e-09,  1.35767e-08,  1.16852e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  2.34350e-10,
00:04:19,    259916,   809.0291,  6.37425e-09,  3.63469e-09,  1.29091e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  2.33275e-10,  2.34350e-10,
00:04:20,    260254,   809.8913,  6.37425e-09,  3.63469e-09,  1.35767e-08,  1.86942e-09,  2.33275e-10,  2.67061e-09,  7.00900e-10,  7.01975e-10,
00:04:20,    260592,   811.0416,  5.84409e-09,  4.15547e-09,  1.31313e-08,  1.40287e-09,  0.00000e+00,  1.83594e-09, -2.33275e-10,  9.35250e-10,
00:04:20,    260930,   812.4790,  5.84409e-09,  3.89508e-09,  1.35767e-08,  1.40180e-09,  0.00000e+00,  2.16996e-09, -2.33275e-10,  2.34350e-10,
00:04:21,    261268,   813.9162,  6.37425e-09,  3.63469e-09,  1.42442e-08,  1.40287e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  2.34350e-10,
00:04:21,    261606,   815.0653,  5.84164e-09,  3.63469e-09,  1.40221e-08,  1.40287e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  2.33275e-10,
00:04:21,    261944,   816.7909,  7.43459e-09,  3.37550e-09,  1.35767e-08,  1.86942e-09,  0.00000e+00,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:04:22,    262282,   817.6530,  5.84409e-09,  3.63469e-09,  1.42442e-08,  1.40180e-09,  0.00000e+00,  1.66932e-09, -4.67625e-10,  9.35250e-10,
00:04:22,    262621,   819.0890,  5.31148e-09,  3.63469e-09,  1.33535e-08,  1.40287e-09, -2.34350e-10,  1.83671e-09, -2.34350e-10,  9.35250e-10,
00:04:22,    262959,   820.8145,  5.31148e-09,  3.37550e-09,  1.46896e-08,  1.63615e-09, -2.34350e-10,  2.16996e-09, -2.33275e-10,  7.00900e-10,
00:04:23,    263297,   821.9649,  5.84164e-09,  4.41467e-09,  1.40221e-08,  1.16852e-09, -2.34350e-10,  2.33736e-09,  0.00000e+00,  1.16852e-09,
00:04:23,    263636,   823.4021,  4.77886e-09,  4.41467e-09,  1.40221e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -2.34350e-10,  1.40180e-09,
00:04:23,    263973,   824.8394,  4.77886e-09,  3.63589e-09,  1.46896e-08,  1.16852e-09, -2.34350e-10,  1.83594e-09, -4.67625e-10,  1.16852e-09,
00:04:24,    264312,   825.9885,  6.90443e-09,  4.41467e-09,  1.35767e-08,  2.10270e-09,  2.34350e-10,  2.16996e-09,  2.34350e-10,  7.01975e-10,
00:04:24,    264649,   827.1375,  6.37425e-09,  3.63469e-09,  1.51350e-08,  1.63615e-09, -2.34350e-10,  1.83594e-09,  0.00000e+00,  4.67625e-10,
00:04:24,    264987,   829.1513,  4.78130e-09,  4.41467e-09,  1.42442e-08,  1.16852e-09,  0.00000e+00,  2.00257e-09, -2.34350e-10,  1.16852e-09,
00:04:25,    265325,   829.7252,  4.77886e-09,  4.15547e-09,  1.42442e-08,  1.16852e-09, -2.34350e-10,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:04:25,    265664,   831.7377,  4.24868e-09,  3.89508e-09,  1.42442e-08,  1.16852e-09, -2.34350e-10,  2.00257e-09, -4.67625e-10,  1.16852e-09,
00:04:26,    266002,   832.5998,  6.37182e-09,  4.41467e-09,  1.37989e-08,  1.63507e-09,  4.67625e-10,  2.33736e-09,  2.34350e-10,  4.67625e-10,
00:04:26,    266341,   834.0371,  4.78130e-09,  4.41467e-09,  1.37989e-08,  1.63507e-09,  2.34350e-10,  2.33659e-09,  2.34350e-10,  9.35250e-10,
00:04:26,    266679,   835.7627,  4.24868e-09,  3.89508e-09,  1.44674e-08,  1.40180e-09, -2.33275e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:04:27,    267017,   837.1999,  7.43705e-09,  3.89508e-09,  1.44664e-08,  2.33705e-09,  4.67625e-10,  2.50398e-09,  2.34350e-10,  2.33275e-10,
00:04:27,    267356,   838.0608,  6.37425e-09,  3.63469e-09,  1.46896e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  2.34350e-10,  2.34350e-10,
00:04:27,    267694,   839.7863,  6.37182e-09,  4.15428e-09,  1.42442e-08,  2.10377e-09,  4.67625e-10,  2.33736e-09,  2.34350e-10,  4.67625e-10,
00:04:28,    268032,   841.2236,  6.37425e-09,  3.37550e-09,  1.51350e-08,  1.63615e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  2.34350e-10,
00:04:28,    268371,   842.3726,  5.31148e-09,  3.89508e-09,  1.51339e-08,  1.86942e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:04:28,    268709,   844.0982,  6.37425e-09,  4.15547e-09,  1.44664e-08,  1.86942e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:04:29,    269047,   845.2486,  7.43459e-09,  4.15428e-09,  1.53571e-08,  1.16852e-09, -4.67625e-10,  2.00257e-09, -2.33275e-10,  2.33275e-10,
00:04:29,    269385,   846.3976,  6.37425e-09,  3.89508e-09,  1.51350e-08,  1.16852e-09,  0.00000e+00,  2.50398e-09, -2.34350e-10,  7.00900e-10,
00:04:29,    269724,   847.5466,  6.90443e-09,  3.11630e-09,  1.53571e-08,  1.63615e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:04:30,    270062,   849.2722,  4.78130e-09,  5.19344e-09,  1.51350e-08,  1.86942e-09,  0.00000e+00,  2.16996e-09, -2.34350e-10,  9.35250e-10,
00:04:30,    270399,   850.4212,  6.37425e-09,  4.15547e-09,  1.60247e-08,  1.63615e-09,  2.34350e-10,  2.50398e-09,  9.34175e-10,  0.00000e+00,
00:04:30,    270737,   851.5716,  5.31148e-09,  3.89508e-09,  1.58025e-08,  1.40180e-09, -2.34350e-10,  2.00257e-09, -2.34350e-10,  1.16852e-09,
00:04:31,    271076,   853.2972,  4.77886e-09,  4.67386e-09,  1.62478e-08,  1.16852e-09, -2.33275e-10,  2.16996e-09, -4.67625e-10,  4.67625e-10,
00:04:31,    271413,   854.7344,  6.37425e-09,  3.63469e-09,  1.66922e-08,  1.16852e-09, -4.67625e-10,  2.00257e-09, -2.34350e-10,  7.00900e-10,
00:04:31,    271752,   856.4587,  4.78130e-09,  4.15428e-09,  1.62478e-08,  1.40180e-09, -2.34350e-10,  2.16996e-09, -2.33275e-10,  1.16852e-09,
00:04:32,    272090,   857.3208,  3.71607e-09,  4.93306e-09,  1.60256e-08,  1.40180e-09, -7.00900e-10,  2.00257e-09, -4.67625e-10,  1.40180e-09,
00:04:32,    272429,   858.4699,  4.78130e-09,  4.15547e-09,  1.62478e-08,  7.00900e-10, -4.67625e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:32,    272767,   860.1954,  6.37425e-09,  4.15547e-09,  1.55792e-08,  1.63615e-09,  7.00900e-10,  2.50398e-09,  7.00900e-10,  4.67625e-10,
00:04:33,    273105,   861.0575,  5.31148e-09,  4.93306e-09,  1.55792e-08,  1.40287e-09,  4.67625e-10,  1.83594e-09,  0.00000e+00,  4.67625e-10,
00:04:33,    273444,   863.0700,  4.77886e-09,  4.93424e-09,  1.60247e-08,  1.40180e-09,  0.00000e+00,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:04:33,    273782,   863.9321,  6.37425e-09,  3.63469e-09,  1.62468e-08,  1.63615e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:04:34,    274121,   865.6563,  4.77886e-09,  4.41467e-09,  1.62468e-08,  2.10270e-09,  2.34350e-10,  2.50398e-09,  2.34350e-10,  7.01975e-10,
00:04:34,    274459,   866.8067,  5.84164e-09,  4.15547e-09,  1.62468e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  9.35250e-10,
00:04:34,    274797,   868.2440,  6.37425e-09,  3.63469e-09,  1.64700e-08,  1.40287e-09,  0.00000e+00,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:04:35,    275136,   869.6813,  5.84164e-09,  3.63469e-09,  1.73607e-08,  1.86942e-09,  2.34350e-10,  2.50398e-09,  7.00900e-10,  0.00000e+00,
00:04:35,    275473,   870.8317,  5.84409e-09,  3.63469e-09,  1.69143e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  4.67625e-10,
00:04:35,    275811,   872.5546,  6.37425e-09,  4.67386e-09,  1.66922e-08,  1.63615e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:04:36,    276149,   873.4167,  6.90443e-09,  4.67386e-09,  1.69153e-08,  2.10377e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:04:36,    276487,   875.1422,  5.31148e-09,  3.63589e-09,  1.73607e-08,  1.16852e-09,  0.00000e+00,  1.66932e-09, -4.67625e-10,  9.35250e-10,
00:04:36,    276825,   876.0044,  6.37425e-09,  4.15428e-09,  1.84736e-08,  1.16852e-09, -4.67625e-10,  2.33736e-09, -2.33275e-10,  4.67625e-10,
00:04:37,    277163,   877.7299,  7.43459e-09,  3.37550e-09,  1.73597e-08,  1.86942e-09,  2.33275e-10,  2.33659e-09,  2.34350e-10,  2.33275e-10,
00:04:37,    277502,   878.5920,  4.77886e-09,  3.89508e-09,  1.86957e-08,  9.34175e-10, -4.67625e-10,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:04:37,    277841,   880.0280,  6.37425e-09,  3.89508e-09,  1.80282e-08,  1.40287e-09, -2.34350e-10,  2.00257e-09,  0.00000e+00,  4.67625e-10,
00:04:38,    278179,   882.0418,  6.37425e-09,  4.15428e-09,  1.95854e-08,  1.16852e-09, -2.33275e-10,  2.33659e-09,  2.33275e-10,  4.67625e-10,
00:04:38,    278517,   883.4791,  3.71852e-09,  4.67386e-09,  1.98087e-08,  1.40180e-09,  2.33275e-10,  2.33659e-09,  0.00000e+00,  9.35250e-10,
00:04:38,    278855,   884.6281,  3.71607e-09,  4.41347e-09,  1.98087e-08,  1.16852e-09, -4.67625e-10,  1.83594e-09, -4.67625e-10,  7.00900e-10,
00:04:39,    279193,   886.0654,  5.31148e-09,  4.41347e-09,  1.98087e-08,  9.34175e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:04:39,    279530,   887.5028,  4.24868e-09,  4.41347e-09,  1.91411e-08,  9.34175e-10, -4.67625e-10,  2.00257e-09,  0.00000e+00,  9.35250e-10,
00:04:39,    279868,   888.3648,  4.78130e-09,  4.41347e-09,  1.91411e-08,  7.00900e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  7.01975e-10,
00:04:40,    280206,   890.0904,  5.84409e-09,  4.15428e-09,  2.11437e-08,  9.35250e-10,  0.00000e+00,  2.16996e-09, -2.34350e-10,  7.00900e-10,
00:04:40,    280544,   891.2395,  6.90443e-09,  3.89508e-09,  2.02540e-08,  9.34175e-10, -2.34350e-10,  2.00334e-09,  0.00000e+00,  7.01975e-10,
00:04:40,    280882,   892.6767,  4.24868e-09,  4.93306e-09,  2.04762e-08,  1.40287e-09,  2.34350e-10,  2.33736e-09,  0.00000e+00,  1.16852e-09,
00:04:41,    281220,   893.8258,  4.78130e-09,  4.41467e-09,  2.11437e-08,  9.34175e-10, -2.34350e-10,  1.66932e-09, -7.00900e-10,  7.00900e-10,
00:04:41,    281558,   895.5514,  4.78130e-09,  4.67386e-09,  2.18112e-08,  9.34175e-10, -2.34350e-10,  2.00334e-09, -4.67625e-10,  7.01975e-10,
00:04:41,    281897,   896.4135,  5.84164e-09,  4.93306e-09,  2.18122e-08,  1.40287e-09,  2.33275e-10,  2.16996e-09, -2.34350e-10,  7.01975e-10,
00:04:42,    282236,   897.8507,  4.24868e-09,  4.93424e-09,  2.18122e-08,  1.16852e-09, -4.67625e-10,  1.83594e-09, -2.34350e-10,  7.01975e-10,
00:04:42,    282573,   899.5763,  5.31148e-09,  4.93306e-09,  2.27019e-08,  1.40180e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  9.35250e-10,
00:04:42,    282911,   900.7254,  5.31148e-09,  4.67386e-09,  2.24797e-08,  9.34175e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:04:43,    283249,   902.1627,  4.77886e-09,  4.67386e-09,  2.40380e-08,  1.16852e-09, -4.67625e-10,  2.33659e-09, -4.67625e-10,  1.40180e-09,
00:04:43,    283587,   903.6000,  6.37182e-09,  4.67386e-09,  2.42602e-08,  1.86942e-09,  7.00900e-10,  2.67061e-09,  2.34350e-10,  2.33275e-10,
00:04:43,    283926,   905.0372,  5.31148e-09,  5.19344e-09,  2.40380e-08,  1.40287e-09,  0.00000e+00,  2.33659e-09,  2.34350e-10,  4.67625e-10,
00:04:44,    284264,   906.1876,  4.77886e-09,  5.71302e-09,  2.44823e-08,  1.16852e-09,  0.00000e+00,  2.16996e-09, -2.34350e-10,  1.16852e-09,
00:04:44,    284602,   907.3367,  6.90443e-09,  3.89508e-09,  2.49277e-08,  1.40287e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  2.33275e-10,
00:04:44,    284940,   908.4857,  4.77886e-09,  4.41467e-09,  2.44823e-08,  1.63615e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  0.00000e+00,
00:04:45,    285279,   909.9230,  6.37182e-09,  4.93306e-09,  2.55952e-08,  1.63615e-09,  4.67625e-10,  2.00334e-09,  0.00000e+00,  1.16852e-09,
00:04:45,    285617,   911.6486,  5.84164e-09,  4.67386e-09,  2.69312e-08,  1.16852e-09, -2.34350e-10,  2.16996e-09, -2.33275e-10,  7.01975e-10,
00:04:45,    285955,   912.7989,  5.84164e-09,  3.89508e-09,  2.64849e-08,  1.63615e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10, -2.33275e-10,
00:04:46,    286294,   914.2349,  6.90443e-09,  4.67386e-09,  2.62628e-08,  1.86942e-09,  7.00900e-10,  2.67061e-09,  2.34350e-10,  4.67625e-10,
00:04:46,    286632,   915.6736,  5.31148e-09,  4.41347e-09,  2.75978e-08,  9.35250e-10, -4.67625e-10,  1.66932e-09, -2.33275e-10,  4.67625e-10,
00:04:46,    286970,   917.1108,  5.84164e-09,  4.41347e-09,  2.73756e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09, -2.33275e-10,  7.01975e-10,
