0000001089,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:42:39 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:01:27,     87099,   120.3041,  3.71852e-09,  1.81794e-09,  8.67986e-09, -2.34350e-10, -2.33275e-10,  1.33530e-09, -2.33275e-10,  0.00000e+00,
00:01:27,     87437,   120.5910,  3.71852e-09,  3.11511e-09,  7.34481e-09,  4.67625e-10,  4.67625e-10,  1.83594e-09,  4.67625e-10,  2.33275e-10,
00:01:27,     87775,   120.3027,  4.77886e-09,  2.59672e-09,  8.23450e-09,  0.00000e+00, -2.34350e-10,  1.16791e-09, -4.67625e-10,  9.35250e-10,
00:01:28,     88114,   120.0158,  3.18591e-09,  2.59672e-09,  9.34738e-09, -2.33275e-10, -7.00900e-10,  1.00129e-09, -7.00900e-10,  7.01975e-10,
00:01:28,     88452,   120.0158,  4.24868e-09,  2.85591e-09,  8.01233e-09,  9.35250e-10,  7.00900e-10,  2.16996e-09,  4.67625e-10,  2.34350e-10,
00:01:28,     88791,   120.5910,  3.71607e-09,  3.11630e-09,  7.78914e-09,  2.33275e-10,  0.00000e+00,  1.66932e-09,  0.00000e+00,  9.34175e-10,
00:01:29,     89129,   120.3027,  3.71852e-09,  3.11630e-09,  8.01233e-09,  0.00000e+00, -2.33275e-10,  1.33530e-09, -7.00900e-10,  9.35250e-10,
00:01:29,     89467,   120.3027,  5.31148e-09,  2.59672e-09,  8.45770e-09,  1.16852e-09,  7.00900e-10,  1.83671e-09,  7.00900e-10, -4.67625e-10,
00:01:29,     89805,   120.3041,  4.77886e-09,  2.85591e-09,  7.56697e-09,  7.01975e-10,  4.67625e-10,  2.50398e-09,  7.01975e-10,  0.00000e+00,
00:01:30,     90144,   120.5910,  3.18591e-09,  4.93306e-09,  8.01233e-09,  4.67625e-10,  0.00000e+00,  2.50398e-09,  0.00000e+00,  7.00900e-10,
00:01:30,     90482,   120.5910,  6.90443e-09,  4.41347e-09,  1.22407e-08,  2.33705e-09,  7.00900e-10,  3.00462e-09,  7.00900e-10,  1.63615e-09,
00:01:30,     90821,   120.8779,  5.31148e-09,  4.41467e-09,  1.66922e-08,  2.29018e-08,  1.63615e-09,  3.83929e-09,  1.40180e-09,  2.80435e-08,
00:01:31,     91159,   121.1662,  4.24868e-09,  3.63469e-09,  2.06993e-08,  7.36138e-08,  3.03795e-09,  3.17125e-09,  1.63615e-09,  5.30491e-08,
00:01:31,     91497,   121.7414,  3.71607e-09,  4.41347e-09,  2.18112e-08,  3.69241e-08,  1.16852e-09,  2.33659e-09,  4.67625e-10,  2.19676e-08,
00:01:31,     91835,   122.3166,  4.24868e-09,  4.41467e-09,  1.93632e-08,  2.33694e-08,  2.33275e-10,  2.50398e-09,  9.35250e-10,  1.23861e-08,
00:01:32,     92173,   122.8904,  5.84164e-09,  5.71183e-09,  1.73597e-08,  1.82277e-08,  1.16852e-09,  3.17125e-09,  1.63615e-09,  8.17968e-09,
00:01:32,     92512,   123.7525,  2.65573e-09,  9.08733e-09,  1.62478e-08,  1.35546e-08, -2.33275e-10,  2.50398e-09,  4.67625e-10,  6.07590e-09,
00:01:32,     92850,   125.4781,  3.71852e-09,  1.66182e-08,  1.62468e-08,  9.34713e-09, -4.67625e-10,  2.50398e-09,  2.33275e-10,  4.67410e-09,
00:01:33,     93187,   127.2023,  4.77886e-09,  3.63529e-08,  1.60247e-08,  7.71205e-09, -2.33275e-10,  2.50398e-09,  2.33275e-10,  3.97212e-09,
00:01:33,     93524,   129.2135,  4.77886e-09,  6.30977e-08,  1.44674e-08,  8.41295e-09,  1.40180e-09,  3.33864e-09,  9.35250e-10,  3.27122e-09,
00:01:33,     93862,   131.8011,  4.77886e-09,  5.76451e-08,  1.49117e-08,  6.54352e-09,  7.01975e-10,  2.83723e-09,  2.34350e-10,  3.50557e-09,
00:01:34,     94200,   134.3888,  5.84164e-09,  4.33631e-08,  1.40221e-08,  1.02823e-08,  1.86942e-09,  3.83929e-09,  7.00900e-10,  5.14065e-09,
00:01:34,     94539,   137.2634,  5.31148e-09,  3.50546e-08,  1.46896e-08,  1.65926e-08,  3.27122e-09,  3.83929e-09,  4.67625e-10,  1.05167e-08,
00:01:34,     94877,   140.4249,  3.18834e-09,  3.19382e-08,  1.42442e-08,  2.54721e-08,  3.03795e-09,  2.83723e-09,  0.00000e+00,  2.07991e-08,
00:01:35,     95215,   143.0113,  4.24868e-09,  2.93414e-08,  1.55792e-08,  4.18315e-08,  4.20647e-09,  3.00462e-09,  1.16852e-09,  3.50536e-08,
00:01:35,     95554,   146.7480,  4.77886e-09,  2.51872e-08,  1.58025e-08,  6.02935e-08,  5.14172e-09,  3.17125e-09,  1.63615e-09,  5.11786e-08,
00:01:35,     95892,   149.6239,  2.65573e-09,  2.31101e-08,  1.82504e-08,  8.17935e-08,  4.20647e-09,  3.17125e-09,  1.63615e-09,  7.33795e-08,
00:01:36,     96230,   151.9233,  4.24868e-09,  1.89546e-08,  2.09215e-08,  1.01189e-07,  4.20647e-09,  2.83723e-09,  1.63507e-09,  9.41797e-08,
00:01:36,     96569,   154.5097,  4.24868e-09,  1.73970e-08,  2.31472e-08,  1.26897e-07,  4.67410e-09,  3.00462e-09,  3.03795e-09,  1.13809e-07,
00:01:36,     96907,   157.0973,  2.65573e-09,  1.68774e-08,  2.42591e-08,  1.47462e-07,  6.07590e-09,  3.17125e-09,  3.27230e-09,  1.29935e-07,
00:01:37,     97244,   159.1098,  5.30902e-09,  1.24640e-08,  2.64849e-08,  1.62418e-07,  7.24442e-09,  3.67266e-09,  3.97320e-09,  1.41385e-07,
00:01:37,     97582,   161.1210,  3.18591e-09,  1.27243e-08,  2.80431e-08,  1.70831e-07,  6.07590e-09,  2.83723e-09,  3.27230e-09,  1.49799e-07,
00:01:37,     97921,   163.1335,  4.24868e-09,  1.09053e-08,  2.91560e-08,  1.76206e-07,  6.07590e-09,  3.33864e-09,  3.27122e-09,  1.48396e-07,
00:01:38,     98258,   164.5708,  2.65573e-09,  9.86731e-09,  2.98235e-08,  1.74570e-07,  6.77680e-09,  3.00462e-09,  3.50557e-09,  1.47462e-07,
00:01:38,     98596,   165.7211,  4.24868e-09,  8.56894e-09,  3.09364e-08,  1.67793e-07,  5.37500e-09,  3.17125e-09,  3.50557e-09,  1.43722e-07,
00:01:38,     98934,   167.4453,  6.37182e-09,  8.82813e-09,  3.00468e-08,  1.66625e-07,  6.31025e-09,  3.67266e-09,  4.43975e-09,  1.36478e-07,
00:01:39,     99272,   168.3075,  2.65573e-09,  8.82813e-09,  2.91570e-08,  1.60315e-07,  5.60827e-09,  3.50526e-09,  3.73885e-09,  1.35543e-07,
00:01:39,     99610,   169.1696,  2.65573e-09,  8.82933e-09,  2.96013e-08,  1.55875e-07,  5.84262e-09,  3.50526e-09,  2.80467e-09,  1.29935e-07,
00:01:39,     99948,   170.6069,  4.77886e-09,  8.04936e-09,  2.96013e-08,  1.57276e-07,  5.60935e-09,  3.50526e-09,  3.97320e-09,  1.29935e-07,
00:01:40,    100287,   171.4690,  3.18591e-09,  8.04936e-09,  2.93792e-08,  1.57978e-07,  5.60935e-09,  3.33864e-09,  3.03795e-09,  1.32738e-07,
00:01:40,    100626,   172.3324,  2.12312e-09,  7.52978e-09,  3.11596e-08,  1.66391e-07,  5.60935e-09,  3.17201e-09,  2.80467e-09,  1.39049e-07,
00:01:40,    100963,   173.7684,  2.65573e-09,  8.82813e-09,  3.09374e-08,  1.77140e-07,  5.60935e-09,  3.83929e-09,  3.73885e-09,  1.55640e-07,
00:01:41,    101301,   174.0567,  3.18591e-09,  8.30856e-09,  3.31622e-08,  2.01212e-07,  5.84262e-09,  3.83929e-09,  3.97320e-09,  1.79712e-07,
00:01:41,    101639,   174.9188,  4.77886e-09,  8.56894e-09,  3.49426e-08,  2.32526e-07,  7.47770e-09,  3.50526e-09,  5.14065e-09,  2.09157e-07,
00:01:41,    101977,   175.7809,  4.24868e-09,  9.08853e-09,  3.82812e-08,  2.71321e-07,  9.34713e-09,  4.00591e-09,  6.07590e-09,  2.53793e-07,
00:01:42,    102314,   176.9312,  5.31148e-09,  8.82813e-09,  4.42910e-08,  3.27174e-07,  1.00491e-08,  4.67394e-09,  7.94532e-09,  3.08945e-07,
00:01:42,    102652,   177.5064,  3.18591e-09,  1.11657e-08,  4.94101e-08,  3.97516e-07,  1.30870e-08,  4.67394e-09,  9.81583e-09,  3.78587e-07,
00:01:42,    102990,   178.6555,  3.71852e-09,  9.60811e-09,  5.76446e-08,  4.78375e-07,  1.54241e-08,  4.33993e-09,  1.07500e-08,  4.55240e-07,
00:01:43,    103328,   179.5176,  4.77886e-09,  1.03869e-08,  6.05378e-08,  5.65310e-07,  1.75268e-08,  4.84057e-09,  1.30870e-08,  5.40071e-07,
00:01:43,    103666,   180.3810,  4.24868e-09,  9.60692e-09,  7.07759e-08,  6.36587e-07,  2.03314e-08,  5.00796e-09,  1.40212e-08,  5.91483e-07,
00:01:44,    104003,   181.8170,  5.31148e-09,  1.09065e-08,  7.41146e-08,  6.52712e-07,  2.03314e-08,  5.67523e-09,  1.44888e-08,  5.82604e-07,
00:01:44,    104340,   182.3922,  6.37425e-09,  1.01265e-08,  7.21120e-08,  5.89614e-07,  1.79944e-08,  5.50861e-09,  1.19185e-08,  4.84684e-07,
00:01:44,    104679,   183.8295,  6.90443e-09,  8.82813e-09,  6.43218e-08,  4.53369e-07,  1.44888e-08,  5.67600e-09,  9.81475e-09,  3.48674e-07,
00:01:45,    105017,   184.9799,  3.71852e-09,  9.08733e-09,  5.40837e-08,  3.10114e-07,  8.41295e-09,  5.17459e-09,  6.07590e-09,  2.32994e-07,
00:01:45,    105356,   186.4172,  4.24868e-09,  7.27058e-09,  4.78518e-08,  2.20140e-07,  6.31025e-09,  5.17459e-09,  4.44082e-09,  1.71766e-07,
00:01:45,    105694,   187.8544,  5.31148e-09,  7.52978e-09,  4.20652e-08,  1.81348e-07,  5.14172e-09,  5.50861e-09,  3.73885e-09,  1.37413e-07,
00:01:46,    106032,   189.0035,  3.18591e-09,  7.27058e-09,  3.73915e-08,  1.49565e-07,  4.67410e-09,  5.17459e-09,  3.03795e-09,  1.12875e-07,
00:01:46,    106371,   190.4408,  4.24868e-09,  6.75100e-09,  3.65009e-08,  1.27831e-07,  3.50557e-09,  5.00796e-09,  2.33705e-09,  9.83862e-08,
00:01:46,    106709,   192.4533,  3.71852e-09,  6.23141e-09,  3.33853e-08,  1.17314e-07,  3.50557e-09,  4.67394e-09,  2.33705e-09,  9.16094e-08,
00:01:47,    107047,   194.1775,  4.77886e-09,  6.75100e-09,  3.18271e-08,  1.17549e-07,  4.20647e-09,  5.50861e-09,  3.03795e-09,  9.25435e-08,
00:01:47,    107384,   195.9031,  4.77886e-09,  5.71183e-09,  3.27169e-08,  1.22456e-07,  3.27122e-09,  4.34069e-09,  2.57140e-09,  9.69833e-08,
00:01:47,    107722,   197.3404,  4.24868e-09,  7.01139e-09,  3.16050e-08,  1.28765e-07,  4.20647e-09,  4.50655e-09,  3.03795e-09,  1.05163e-07,
00:01:48,    108061,   199.0646,  3.18591e-09,  5.97222e-09,  3.24947e-08,  1.36945e-07,  4.20647e-09,  4.33993e-09,  2.57032e-09,  1.11706e-07,
00:01:48,    108399,   200.5019,  3.18591e-09,  5.97222e-09,  3.20503e-08,  1.40450e-07,  4.43975e-09,  4.33993e-09,  2.80360e-09,  1.13109e-07,
00:01:48,    108737,   202.2261,  5.84409e-09,  5.71302e-09,  3.36075e-08,  1.39516e-07,  5.60827e-09,  5.00796e-09,  3.73885e-09,  1.09369e-07,
00:01:49,    109075,   203.6634,  4.24868e-09,  6.49180e-09,  3.11596e-08,  1.26896e-07,  4.43975e-09,  4.67394e-09,  3.50557e-09,  9.86194e-08,
00:01:49,    109414,   205.6759,  4.24868e-09,  5.97222e-09,  2.98235e-08,  1.11472e-07,  3.27122e-09,  4.67394e-09,  2.80360e-09,  8.15603e-08,
00:01:49,    109752,   206.8249,  5.84164e-09,  4.93424e-09,  2.87117e-08,  9.25435e-08,  3.50450e-09,  5.00796e-09,  2.33705e-09,  6.47333e-08,
00:01:50,    110089,   208.8374,  3.18591e-09,  5.45263e-09,  2.69312e-08,  7.54843e-08,  2.33705e-09,  4.67394e-09,  1.63507e-09,  5.39833e-08,
00:01:50,    110427,   210.2747,  5.31148e-09,  4.15428e-09,  2.60406e-08,  6.45000e-08,  2.10377e-09,  4.67394e-09,  1.86942e-09,  4.22991e-08,
00:01:50,    110765,   211.4238,  4.77886e-09,  4.93424e-09,  2.33694e-08,  5.56194e-08,  2.33705e-09,  5.34121e-09,  1.40287e-09,  3.59899e-08,
00:01:51,    111103,   212.8624,  4.77886e-09,  4.93306e-09,  2.29241e-08,  4.95435e-08,  2.33705e-09,  5.00796e-09,  1.86942e-09,  3.20167e-08,
00:01:51,    111441,   214.2997,  4.24868e-09,  5.19344e-09,  2.29241e-08,  4.27667e-08,  1.63615e-09,  4.67394e-09,  1.16852e-09,  2.71082e-08,
00:01:51,    111778,   215.4487,  4.24868e-09,  4.67386e-09,  2.13669e-08,  3.99620e-08,  1.40287e-09,  4.67394e-09,  1.16852e-09,  2.31361e-08,
00:01:52,    112116,   216.8860,  4.24868e-09,  4.93306e-09,  2.18112e-08,  3.50546e-08,  1.86942e-09,  4.33993e-09,  9.35250e-10,  2.12667e-08,
00:01:52,    112454,   218.0364,  4.78130e-09,  5.71183e-09,  2.11437e-08,  3.20167e-08,  1.40287e-09,  4.50732e-09,  1.16852e-09,  1.86953e-08,
00:01:52,    112792,   219.1854,  5.30902e-09,  3.63469e-09,  2.09215e-08,  3.01462e-08,  1.40180e-09,  4.50732e-09,  9.35250e-10,  1.68259e-08,
00:01:53,    113131,   220.6227,  5.84409e-09,  5.19344e-09,  2.04762e-08,  2.68750e-08,  1.63615e-09,  4.34069e-09,  1.16852e-09,  1.47221e-08,
00:01:53,    113469,   222.0600,  4.78130e-09,  4.93306e-09,  1.98087e-08,  2.52388e-08,  1.16852e-09,  4.33993e-09,  1.16852e-09,  1.47221e-08,
00:01:53,    113807,   223.2104,  4.78130e-09,  4.67386e-09,  2.06983e-08,  2.17343e-08,  7.00900e-10,  3.50526e-09,  0.00000e+00,  1.42555e-08,
00:01:54,    114145,   224.0712,  6.37425e-09,  3.37550e-09,  2.06983e-08,  2.17332e-08,  9.35250e-10,  4.34069e-09,  7.00900e-10,  1.26194e-08,
00:01:54,    114483,   225.5098,  7.43459e-09,  4.41347e-09,  1.91401e-08,  2.10323e-08,  9.35250e-10,  4.50732e-09,  1.16852e-09,  1.12176e-08,
00:01:54,    114822,   226.9471,  3.71607e-09,  4.93424e-09,  2.00308e-08,  1.96305e-08,  2.34350e-10,  3.50526e-09, -2.34350e-10,  1.26194e-08,
00:01:55,    115161,   228.0975,  3.71607e-09,  5.19344e-09,  1.93632e-08,  1.86953e-08,  0.00000e+00,  3.33864e-09, -2.33275e-10,  1.09832e-08,
00:01:55,    115499,   229.2465,  4.77886e-09,  4.41347e-09,  1.89179e-08,  1.70591e-08,  2.33275e-10,  3.50526e-09,  0.00000e+00,  1.09843e-08,
00:01:55,    115837,   230.6838,  4.24868e-09,  5.19344e-09,  1.78050e-08,  1.75268e-08,  9.35250e-10,  4.00591e-09,  4.67625e-10,  9.34820e-09,
00:01:56,    116174,   231.8342,  4.77886e-09,  3.37550e-09,  1.82504e-08,  1.63593e-08,  2.34350e-10,  3.83929e-09,  2.33275e-10,  9.58148e-09,
00:01:56,    116512,   233.5584,  4.78130e-09,  5.71302e-09,  1.75829e-08,  1.58906e-08,  7.00900e-10,  4.17330e-09,  2.34350e-10,  9.11385e-09,
00:01:56,    116851,   234.4205,  3.71607e-09,  4.93424e-09,  1.78061e-08,  1.51897e-08,  2.33275e-10,  3.50526e-09, -2.33275e-10,  9.11385e-09,
00:01:57,    117189,   236.1461,  2.65573e-09,  4.67386e-09,  1.71375e-08,  1.54241e-08,  0.00000e+00,  3.50526e-09, -2.34350e-10,  8.41295e-09,
00:01:57,    117527,   237.2951,  5.84164e-09,  4.93306e-09,  1.71375e-08,  1.51908e-08,  1.16852e-09,  4.17330e-09,  1.16852e-09,  8.17968e-09,
00:01:57,    117866,   239.0194,  3.71607e-09,  4.15428e-09,  1.64700e-08,  1.37879e-08,  1.16852e-09,  3.67266e-09,  7.01975e-10,  7.71205e-09,
00:01:58,    118204,   240.1697,  3.71852e-09,  4.41467e-09,  1.69143e-08,  1.35536e-08,  4.67625e-10,  3.50526e-09,  7.01975e-10,  7.47877e-09,
00:01:58,    118542,   241.3201,  6.90443e-09,  3.63469e-09,  1.64700e-08,  1.37879e-08,  9.35250e-10,  4.00591e-09,  9.34175e-10,  7.01115e-09,
00:01:58,    118881,   242.7561,  5.84409e-09,  4.41467e-09,  1.69143e-08,  1.37879e-08,  9.35250e-10,  4.50655e-09,  9.35250e-10,  6.30917e-09,
00:01:59,    119219,   244.4816,  5.84409e-09,  4.41467e-09,  1.60247e-08,  1.35546e-08,  9.35250e-10,  4.00668e-09,  1.16852e-09,  6.54352e-09,
00:01:59,    119557,   245.6307,  4.24868e-09,  3.89508e-09,  1.64700e-08,  1.21518e-08,  0.00000e+00,  3.50526e-09,  0.00000e+00,  6.77787e-09,
00:01:59,    119895,   247.0680,  4.77886e-09,  3.63469e-09,  1.60256e-08,  1.21518e-08,  4.67625e-10,  3.67266e-09,  4.67625e-10,  6.30917e-09,
00:02:00,    120234,   248.7935,  7.43459e-09,  3.63589e-09,  1.58025e-08,  1.21518e-08,  7.00900e-10,  3.67266e-09,  7.00900e-10,  5.37500e-09,
00:02:00,    120572,   249.9426,  3.18591e-09,  4.15428e-09,  1.69153e-08,  1.12176e-08, -2.33275e-10,  3.17201e-09, -2.33275e-10,  6.54352e-09,
00:02:00,    120911,   251.3799,  3.18591e-09,  4.67386e-09,  1.62478e-08,  1.12176e-08,  0.00000e+00,  3.33864e-09,  2.33275e-10,  5.84262e-09,
00:02:01,    121248,   252.2420,  5.31148e-09,  3.11630e-09,  1.66922e-08,  1.09843e-08,  0.00000e+00,  3.33864e-09,  4.67625e-10,  5.60827e-09,
00:02:01,    121587,   253.9675,  4.24868e-09,  5.45263e-09,  1.44664e-08,  1.12176e-08,  0.00000e+00,  3.67189e-09,  2.34350e-10,  6.07590e-09,
00:02:01,    121925,   255.4035,  3.18591e-09,  4.67386e-09,  1.53571e-08,  1.00491e-08,  2.33275e-10,  3.33864e-09,  4.67625e-10,  5.14172e-09,
00:02:02,    122263,   256.8421,  3.71607e-09,  4.67386e-09,  1.49117e-08,  1.02823e-08,  0.00000e+00,  3.00462e-09,  2.34350e-10,  5.60827e-09,
00:02:02,    122602,   257.9912,  6.90443e-09,  3.63589e-09,  1.40221e-08,  1.16852e-08,  1.16852e-09,  4.17330e-09,  1.40180e-09,  4.20647e-09,
00:02:02,    122941,   259.4285,  5.84164e-09,  4.93306e-09,  1.46896e-08,  1.09832e-08,  1.16852e-09,  3.50526e-09,  1.63615e-09,  4.90845e-09,
00:02:03,    123279,   260.8658,  4.77886e-09,  5.19344e-09,  1.46896e-08,  1.09832e-08,  7.01975e-10,  3.67189e-09,  1.16852e-09,  4.90845e-09,
00:02:03,    123617,   262.5913,  6.90443e-09,  3.89508e-09,  1.51350e-08,  1.12176e-08,  7.00900e-10,  3.83929e-09,  1.86942e-09,  3.50557e-09,
00:02:03,    123956,   263.1652,  6.37425e-09,  3.37550e-09,  1.49117e-08,  1.16841e-08,  9.35250e-10,  3.83929e-09,  2.10270e-09,  3.97212e-09,
00:02:04,    124294,   264.8907,  4.78130e-09,  4.15428e-09,  1.42442e-08,  1.16852e-08,  1.16852e-09,  3.83929e-09,  1.86942e-09,  3.97320e-09,
00:02:04,    124632,   266.3281,  5.31148e-09,  3.37550e-09,  1.58025e-08,  1.12176e-08, -2.33275e-10,  3.17125e-09,  1.40180e-09,  4.43975e-09,
00:02:04,    124971,   267.4771,  6.90443e-09,  3.89508e-09,  1.55803e-08,  1.09832e-08,  4.67625e-10,  3.67266e-09,  2.33705e-09,  3.97212e-09,
00:02:05,    125309,   268.9144,  6.37425e-09,  3.11511e-09,  1.60256e-08,  1.19185e-08,  7.00900e-10,  3.17201e-09,  2.10377e-09,  3.50557e-09,
00:02:05,    125647,   270.6386,  4.24868e-09,  4.67386e-09,  1.53571e-08,  1.16852e-08, -4.67625e-10,  3.00462e-09,  1.63615e-09,  4.67410e-09,
00:02:05,    125986,   271.7890,  5.31148e-09,  3.89508e-09,  1.49117e-08,  1.14509e-08,  0.00000e+00,  3.17201e-09,  2.10377e-09,  4.44082e-09,
00:02:06,    126323,   272.9393,  5.31148e-09,  4.15428e-09,  1.58025e-08,  1.12176e-08, -2.34350e-10,  3.17201e-09,  1.86942e-09,  3.50557e-09,
00:02:06,    126662,   274.6636,  5.31148e-09,  4.93306e-09,  1.37989e-08,  1.33214e-08,  7.01975e-10,  3.33864e-09,  3.27230e-09,  3.73885e-09,
00:02:07,    127000,   275.5257,  3.18591e-09,  4.93424e-09,  1.42442e-08,  1.16841e-08,  0.00000e+00,  3.00462e-09,  2.57032e-09,  3.97320e-09,
00:02:07,    127339,   276.9630,  3.71607e-09,  4.67386e-09,  1.42442e-08,  1.14509e-08,  2.33275e-10,  3.33864e-09,  2.80467e-09,  3.73885e-09,
00:02:07,    127677,   278.6872,  6.37182e-09,  5.45263e-09,  1.33535e-08,  1.12176e-08,  7.01975e-10,  3.50604e-09,  2.80360e-09,  3.03795e-09,
00:02:08,    128015,   279.8376,  6.37182e-09,  5.45263e-09,  1.26860e-08,  1.07500e-08,  9.35250e-10,  4.17330e-09,  3.03795e-09,  2.57140e-09,
00:02:08,    128352,   280.9866,  7.43705e-09,  5.71302e-09,  1.35767e-08,  9.11385e-09,  9.35250e-10,  3.83929e-09,  2.57140e-09,  3.03795e-09,
00:02:08,    128691,   282.1370,  7.43459e-09,  6.23141e-09,  1.33546e-08,  8.88058e-09,  4.67625e-10,  3.17125e-09,  1.86942e-09,  3.27122e-09,
00:02:09,    129028,   283.5743,  6.90443e-09,  6.49180e-09,  1.42442e-08,  7.24442e-09,  0.00000e+00,  3.00462e-09,  1.16852e-09,  2.80467e-09,
00:02:09,    129367,   285.0103,  1.11531e-08,  5.19344e-09,  1.42442e-08,  7.47770e-09,  9.35250e-10,  3.83929e-09,  1.63615e-09,  1.40180e-09,
00:02:09,    129706,   286.4489,  1.06230e-08,  5.97222e-09,  1.40210e-08,  7.94532e-09,  1.16852e-09,  3.83929e-09,  1.86942e-09,  1.16852e-09,
00:02:10,    130044,   287.5993,  1.00903e-08,  6.23141e-09,  1.33546e-08,  6.54352e-09,  9.35250e-10,  3.50604e-09,  1.40287e-09,  1.40287e-09,
00:02:10,    130382,   289.0365,  1.11556e-08,  5.19344e-09,  1.44664e-08,  6.77680e-09,  2.33275e-10,  3.33864e-09,  7.00900e-10,  2.10270e-09,
00:02:10,    130720,   290.7608,  1.32787e-08,  4.41347e-09,  1.40221e-08,  6.77787e-09,  7.01975e-10,  3.00462e-09,  1.16852e-09,  1.63615e-09,
00:02:11,    131059,   292.1981,  1.16857e-08,  4.41467e-09,  1.33535e-08,  7.47770e-09,  1.86942e-09,  3.50526e-09,  2.10270e-09,  1.16852e-09,
00:02:11,    131397,   293.0589,  1.11556e-08,  5.45263e-09,  1.37989e-08,  6.77680e-09,  2.34350e-10,  3.00462e-09,  1.16852e-09,  2.33705e-09,
00:02:11,    131736,   294.7844,  1.27461e-08,  4.67386e-09,  1.42442e-08,  7.94640e-09,  7.00900e-10,  3.00462e-09,  1.63615e-09,  1.86942e-09,
00:02:12,    132074,   296.2217,  1.32787e-08,  4.15428e-09,  1.35767e-08,  7.94532e-09,  1.16852e-09,  3.33864e-09,  2.10270e-09,  1.16852e-09,
00:02:12,    132412,   297.0838,  9.56016e-09,  5.45383e-09,  1.31313e-08,  7.24442e-09,  1.16852e-09,  3.00462e-09,  1.63507e-09,  2.57032e-09,
00:02:12,    132751,   298.5211,  1.11531e-08,  5.19344e-09,  1.40221e-08,  7.01115e-09,  9.35250e-10,  2.50398e-09,  9.35250e-10,  2.33705e-09,
00:02:13,    133089,   300.5336,  1.11531e-08,  4.67386e-09,  1.37989e-08,  7.47770e-09,  9.34175e-10,  3.00462e-09,  1.16852e-09,  1.86942e-09,
00:02:13,    133427,   301.3957,  1.27461e-08,  5.45263e-09,  1.26860e-08,  8.17860e-09,  1.86942e-09,  3.67266e-09,  2.10270e-09,  2.33705e-09,
00:02:13,    133766,   302.5448,  1.27461e-08,  5.45263e-09,  1.24638e-08,  8.17860e-09,  2.10270e-09,  3.17125e-09,  1.86942e-09,  2.10270e-09,
00:02:14,    134104,   304.2703,  1.22159e-08,  4.93424e-09,  1.31313e-08,  8.17860e-09,  1.40180e-09,  2.83800e-09,  1.63615e-09,  2.57032e-09,
00:02:14,    134442,   305.7076,  1.43415e-08,  4.15428e-09,  1.35767e-08,  9.11385e-09,  2.33705e-09,  3.50526e-09,  2.33705e-09,  1.16852e-09,
00:02:14,    134780,   306.8580,  1.54018e-08,  4.93306e-09,  1.24638e-08,  9.34820e-09,  2.33705e-09,  3.00462e-09,  2.10270e-09,  2.10270e-09,
00:02:15,    135118,   308.0070,  1.38089e-08,  5.19344e-09,  1.22407e-08,  8.64623e-09,  2.33705e-09,  3.67266e-09,  1.86942e-09,  2.33705e-09,
00:02:15,    135457,   309.7326,  1.48716e-08,  3.89508e-09,  1.35767e-08,  8.41295e-09,  2.10377e-09,  2.83723e-09,  2.10377e-09,  1.40180e-09,
00:02:15,    135795,   311.1699,  1.59344e-08,  3.63469e-09,  1.37989e-08,  1.02823e-08,  2.10270e-09,  3.50526e-09,  3.03795e-09,  1.40180e-09,
00:02:16,    136132,   312.3189,  1.54043e-08,  4.41467e-09,  1.26860e-08,  1.00491e-08,  3.03795e-09,  3.50526e-09,  3.27122e-09,  1.40180e-09,
00:02:16,    136471,   313.4693,  1.75274e-08,  4.41467e-09,  1.24638e-08,  1.05156e-08,  3.03795e-09,  3.67189e-09,  2.80467e-09,  1.63615e-09,
00:02:16,    136809,   314.9066,  1.43415e-08,  5.19224e-09,  1.17952e-08,  1.00491e-08,  3.03795e-09,  3.67266e-09,  3.03795e-09,  1.63615e-09,
