0000000887,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",3:57:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.761,4.761,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.761,4.761,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.761,4.761,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.761,4.761,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.761,4.761,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.761,4.761,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:00:49,     49046,   166.4140,  4.07277e-09,  4.72880e-09,  1.00251e-08,  1.63486e-08,  4.48275e-10,  1.75993e-09,  4.48275e-10,  9.85453e-09,
00:00:49,     49393,   167.7918,  3.56459e-09,  4.97724e-09,  9.59819e-09,  1.54531e-08,  6.71875e-10,  1.91964e-09,  2.24675e-10,  9.18265e-09,
00:00:49,     49739,   168.3432,  3.05398e-09,  3.98228e-09,  1.02381e-08,  1.61250e-08,  8.95475e-10,  1.91964e-09,  4.48275e-10,  9.18265e-09,
00:00:50,     50085,   169.7196,  3.05398e-09,  4.23072e-09,  9.81114e-09,  1.65722e-08,  4.48275e-10,  1.91964e-09,  4.47200e-10,  1.03017e-08,
00:00:50,     50431,   170.8224,  4.58095e-09,  4.23072e-09,  1.00251e-08,  1.88125e-08,  6.71875e-10,  1.91964e-09,  4.48275e-10,  1.09746e-08,
00:00:50,     50778,   172.2002,  3.56216e-09,  4.23072e-09,  1.00251e-08,  2.01562e-08,  8.95475e-10,  1.59944e-09,  4.48275e-10,  1.27656e-08,
00:00:51,     51124,   172.7503,  3.56459e-09,  4.23072e-09,  1.10919e-08,  2.32909e-08,  1.12015e-09,  1.91964e-09,  4.47200e-10,  1.41093e-08,
00:00:51,     51471,   173.5767,  3.56216e-09,  4.23072e-09,  1.06650e-08,  2.39639e-08,  1.12015e-09,  2.23907e-09,  4.48275e-10,  1.63486e-08,
00:00:51,     51818,   174.1281,  3.05398e-09,  4.23072e-09,  1.13049e-08,  2.70986e-08,  1.34375e-09,  2.39955e-09,  6.71875e-10,  1.88125e-08,
00:00:52,     52164,   175.2295,  3.05398e-09,  4.23072e-09,  1.19448e-08,  2.93378e-08,  8.96550e-10,  1.91964e-09,  4.48275e-10,  1.97090e-08,
00:00:52,     52511,   176.6073,  4.58095e-09,  3.73263e-09,  1.13049e-08,  3.06826e-08,  1.11907e-09,  2.07936e-09,  8.95475e-10,  1.94843e-08,
00:00:52,     52858,   177.1574,  3.05398e-09,  4.23072e-09,  1.19448e-08,  2.95625e-08,  1.11907e-09,  2.07936e-09,  2.24675e-10,  1.81406e-08,
00:00:53,     53204,   178.2601,  4.58095e-09,  3.73263e-09,  1.10909e-08,  2.79951e-08,  8.96550e-10,  1.75916e-09,  4.48275e-10,  1.72451e-08,
00:00:53,     53551,   179.6379,  3.56459e-09,  3.98228e-09,  1.21577e-08,  2.46347e-08,  8.96550e-10,  1.75993e-09,  2.23600e-10,  1.43340e-08,
00:00:53,     53898,   180.1880,  4.07277e-09,  4.47917e-09,  1.15178e-08,  2.23954e-08,  8.95475e-10,  1.75993e-09,  2.23600e-10,  1.29903e-08,
00:00:54,     54244,   181.0144,  4.58095e-09,  4.47917e-09,  1.19437e-08,  2.12764e-08,  4.47200e-10,  2.07936e-09,  6.71875e-10,  1.27656e-08,
00:00:54,     54591,   182.1158,  4.07034e-09,  4.97606e-09,  1.10909e-08,  2.10517e-08,  6.71875e-10,  1.75993e-09,  4.48275e-10,  1.27656e-08,
00:00:54,     54938,   183.7687,  3.56459e-09,  4.47917e-09,  1.19448e-08,  2.17236e-08,  4.48275e-10,  2.07936e-09,  4.48275e-10,  1.34375e-08,
00:00:55,     55284,   185.1465,  3.05398e-09,  4.97724e-09,  1.17318e-08,  2.19482e-08,  8.96550e-10,  1.91964e-09,  8.95475e-10,  1.43329e-08,
00:00:55,     55631,   186.2479,  4.07277e-09,  4.97724e-09,  1.23707e-08,  2.46357e-08,  8.95475e-10,  2.08012e-09,  8.95475e-10,  1.70204e-08,
00:00:55,     55978,   187.6257,  4.07034e-09,  4.72761e-09,  1.17318e-08,  2.95625e-08,  1.12015e-09,  1.75916e-09,  4.48275e-10,  1.85889e-08,
00:00:56,     56324,   189.2785,  2.54580e-09,  4.47917e-09,  1.34374e-08,  3.33701e-08,  1.11907e-09,  2.39955e-09,  1.12015e-09,  2.32920e-08,
00:00:56,     56671,   190.9313,  3.56459e-09,  4.23072e-09,  1.25847e-08,  3.78496e-08,  1.34375e-09,  2.23984e-09,  1.12015e-09,  2.93389e-08,
00:00:57,     57018,   192.5842,  4.07277e-09,  3.98108e-09,  1.30106e-08,  4.92705e-08,  1.34375e-09,  1.91964e-09,  1.12015e-09,  3.58329e-08,
00:00:57,     57364,   194.2370,  3.05398e-09,  3.23456e-09,  1.53571e-08,  5.75576e-08,  2.01562e-09,  2.87946e-09,  1.56735e-09,  4.59122e-08,
00:00:57,     57711,   196.1649,  3.05398e-09,  3.98108e-09,  1.62099e-08,  6.94278e-08,  2.46390e-09,  2.39955e-09,  2.01562e-09,  5.41983e-08,
00:00:58,     58058,   197.8190,  3.56459e-09,  3.73263e-09,  1.72768e-08,  8.24170e-08,  2.23922e-09,  2.39955e-09,  2.24030e-09,  6.47236e-08,
00:00:58,     58404,   199.1955,  3.56459e-09,  3.73263e-09,  1.83435e-08,  8.86875e-08,  3.35937e-09,  2.71898e-09,  2.24030e-09,  7.03233e-08,
00:00:58,     58751,   201.1234,  3.56216e-09,  3.73263e-09,  1.89824e-08,  9.02559e-08,  3.13470e-09,  3.03994e-09,  2.01562e-09,  7.00986e-08,
00:00:59,     59098,   202.5011,  3.56216e-09,  3.73263e-09,  1.96223e-08,  8.33125e-08,  3.13577e-09,  2.71975e-09,  2.23922e-09,  5.91250e-08,
00:00:59,     59444,   204.1540,  3.56459e-09,  3.73263e-09,  1.87694e-08,  6.71875e-08,  2.01562e-09,  2.55926e-09,  1.34375e-09,  4.52392e-08,
00:00:59,     59791,   206.0818,  2.54334e-09,  3.48419e-09,  1.74908e-08,  5.37500e-08,  2.01562e-09,  3.03994e-09,  8.96550e-10,  3.15781e-08,
00:01:00,     60138,   208.0110,  4.07034e-09,  2.73767e-09,  1.62110e-08,  4.12090e-08,  1.79202e-09,  2.71975e-09,  1.12015e-09,  2.55312e-08,
00:01:00,     60484,   209.1125,  3.05398e-09,  3.48419e-09,  1.59970e-08,  3.56093e-08,  1.56735e-09,  2.08012e-09,  6.71875e-10,  1.94843e-08,
00:01:00,     60832,   210.7666,  3.05398e-09,  3.23574e-09,  1.51442e-08,  2.88906e-08,  1.12015e-09,  2.39955e-09,  6.71875e-10,  1.67968e-08,
00:01:01,     61178,   211.8680,  4.07034e-09,  2.73647e-09,  1.47172e-08,  2.48593e-08,  1.12015e-09,  2.87946e-09,  8.95475e-10,  1.36611e-08,
00:01:01,     61524,   213.5195,  4.07277e-09,  2.98611e-09,  1.47172e-08,  2.08281e-08,  6.71875e-10,  2.56004e-09,  2.23600e-10,  1.18690e-08,
00:01:01,     61871,   215.1737,  4.07277e-09,  2.48802e-09,  1.42903e-08,  1.92607e-08,  8.96550e-10,  2.55926e-09,  4.48275e-10,  9.63093e-09,
00:01:02,     62218,   216.8265,  3.05398e-09,  2.73767e-09,  1.40773e-08,  1.72451e-08,  8.96550e-10,  2.71898e-09,  2.24675e-10,  8.95905e-09,
00:01:02,     62564,   217.9280,  3.56216e-09,  2.98611e-09,  1.34374e-08,  1.50048e-08,  6.71875e-10,  2.56004e-09,  4.48275e-10,  7.61530e-09,
00:01:02,     62911,   219.0294,  3.56459e-09,  2.98611e-09,  1.30106e-08,  1.38857e-08,  6.71875e-10,  2.55926e-09,  2.24675e-10,  7.16702e-09,
00:01:03,     63258,   219.8558,  5.09159e-09,  2.98611e-09,  1.21577e-08,  1.32139e-08,  8.95475e-10,  2.55926e-09,  4.48275e-10,  6.04687e-09,
00:01:03,     63604,   220.9573,  5.08914e-09,  2.98611e-09,  1.23707e-08,  1.18690e-08,  6.71875e-10,  2.55926e-09,  0.00000e+00,  5.37500e-09,
00:01:03,     63951,   222.6101,  3.56459e-09,  2.73767e-09,  1.23707e-08,  1.05264e-08,  4.47200e-10,  2.39955e-09,  2.23600e-10,  4.92672e-09,
00:01:04,     64298,   223.7129,  4.58095e-09,  2.48922e-09,  1.19448e-08,  9.63093e-09,  8.95475e-10,  2.39955e-09,  2.24675e-10,  4.47952e-09,
00:01:04,     64644,   224.8143,  4.58095e-09,  2.98611e-09,  1.17308e-08,  9.62985e-09,  4.48275e-10,  2.07936e-09,  2.24675e-10,  4.92780e-09,
00:01:04,     64991,   226.1921,  3.56216e-09,  3.23456e-09,  1.17308e-08,  8.95905e-09,  2.23600e-10,  2.55926e-09,  2.24675e-10,  4.25485e-09,
00:01:05,     65338,   227.8449,  3.05398e-09,  2.98611e-09,  1.10909e-08,  8.73438e-09,  4.48275e-10,  2.87946e-09,  0.00000e+00,  4.03125e-09,
00:01:05,     65684,   228.9477,  4.07277e-09,  3.23574e-09,  1.17308e-08,  8.51078e-09,  2.24675e-10,  1.91964e-09,  2.24675e-10,  3.80765e-09,
00:01:06,     66031,   230.0478,  4.58095e-09,  2.98611e-09,  1.13049e-08,  7.83890e-09,  6.71875e-10,  2.55926e-09, -2.23600e-10,  3.58297e-09,
00:01:06,     66378,   231.1506,  3.05398e-09,  2.98611e-09,  1.06650e-08,  7.61530e-09,  2.23600e-10,  2.71975e-09,  4.48275e-10,  3.58297e-09,
00:01:06,     66724,   233.0798,  4.58095e-09,  2.98611e-09,  1.19448e-08,  6.71875e-09,  4.48275e-10,  2.23984e-09, -2.24675e-10,  3.80765e-09,
00:01:07,     67071,   234.4562,  3.05398e-09,  2.48922e-09,  1.17308e-08,  6.94342e-09,  4.47200e-10,  2.07936e-09, -2.23600e-10,  3.13577e-09,
00:01:07,     67418,   236.1091,  4.07034e-09,  2.48922e-09,  1.00251e-08,  5.82327e-09,  4.48275e-10,  2.23984e-09,  0.00000e+00,  2.91217e-09,
00:01:07,     67764,   237.2105,  4.58095e-09,  2.98611e-09,  1.06640e-08,  6.49515e-09,  4.48275e-10,  1.91964e-09, -2.23600e-10,  2.68750e-09,
00:01:08,     68110,   238.5883,  4.58095e-09,  2.73767e-09,  1.10909e-08,  6.04687e-09,  4.47200e-10,  2.39955e-09,  2.23600e-10,  2.68750e-09,
00:01:08,     68456,   239.6898,  4.58095e-09,  2.98611e-09,  1.06650e-08,  6.04687e-09,  4.48275e-10,  2.07936e-09,  0.00000e+00,  2.46390e-09,
00:01:08,     68803,   241.3426,  4.58095e-09,  2.73767e-09,  1.06650e-08,  5.82220e-09,  6.71875e-10,  1.91964e-09,  2.23600e-10,  2.68750e-09,
00:01:09,     69149,   242.7204,  4.58095e-09,  2.48922e-09,  9.59819e-09,  5.59860e-09,  0.00000e+00,  2.07936e-09,  4.48275e-10,  2.46390e-09,
00:01:09,     69496,   244.0982,  4.07034e-09,  2.98611e-09,  1.04510e-08,  5.37500e-09,  4.48275e-10,  2.07936e-09,  2.23600e-10,  2.01562e-09,
00:01:09,     69843,   245.7510,  4.58095e-09,  2.23958e-09,  1.02381e-08,  5.37500e-09,  4.48275e-10,  2.08012e-09,  2.23600e-10,  2.24030e-09,
00:01:10,     70189,   246.8524,  4.07277e-09,  2.98611e-09,  9.59819e-09,  5.15140e-09,  0.00000e+00,  1.91964e-09,  4.48275e-10,  2.24030e-09,
00:01:10,     70536,   248.2289,  4.07034e-09,  2.98611e-09,  1.06650e-08,  5.15140e-09,  2.24675e-10,  2.07936e-09,  2.24675e-10,  1.79202e-09,
00:01:10,     70883,   249.6067,  4.58095e-09,  2.73767e-09,  9.81114e-09,  5.37500e-09,  2.24675e-10,  2.23984e-09,  2.23600e-10,  2.01562e-09,
00:01:11,     71229,   251.2595,  4.07277e-09,  2.48922e-09,  9.81219e-09,  4.70312e-09,  2.24675e-10,  2.55926e-09,  4.48275e-10,  2.46390e-09,
00:01:11,     71576,   253.1887,  5.08914e-09,  2.73647e-09,  9.81114e-09,  5.37500e-09,  2.23600e-10,  1.91964e-09,  2.23600e-10,  1.79202e-09,
00:01:11,     71923,   254.0138,  5.08914e-09,  2.73767e-09,  1.00251e-08,  4.70312e-09,  6.71875e-10,  2.08012e-09,  4.47200e-10,  1.79202e-09,
00:01:12,     72269,   255.3916,  4.07277e-09,  2.48922e-09,  9.81219e-09,  5.15140e-09,  0.00000e+00,  2.23984e-09,  4.48275e-10,  1.56842e-09,
00:01:12,     72616,   257.0445,  4.07034e-09,  2.48802e-09,  1.04510e-08,  4.92780e-09,  2.23600e-10,  1.91964e-09,  0.00000e+00,  1.34375e-09,
00:01:12,     72963,   258.4222,  5.08914e-09,  2.98611e-09,  1.00251e-08,  5.15140e-09,  0.00000e+00,  2.23984e-09,  6.71875e-10,  1.34375e-09,
00:01:13,     73309,   260.0751,  4.58095e-09,  2.48922e-09,  1.02381e-08,  4.92780e-09,  2.23600e-10,  1.75993e-09,  1.11907e-09,  2.01562e-09,
00:01:13,     73656,   261.7279,  4.58095e-09,  3.23456e-09,  9.81114e-09,  5.37500e-09,  2.24675e-10,  1.75993e-09,  8.95475e-10,  1.79202e-09,
00:01:14,     74003,   262.8306,  3.56459e-09,  2.23958e-09,  9.59819e-09,  6.27047e-09,  2.23600e-10,  1.75993e-09,  8.96550e-10,  1.56842e-09,
00:01:14,     74349,   264.4835,  4.58095e-09,  2.23958e-09,  9.81114e-09,  5.82220e-09,  0.00000e+00,  1.91964e-09,  8.96550e-10,  2.01562e-09,
00:01:14,     74696,   265.5849,  4.58095e-09,  2.48922e-09,  8.95833e-09,  5.82327e-09,  4.47200e-10,  1.91964e-09,  8.96550e-10,  2.01562e-09,
00:01:15,     75043,   266.6864,  4.58095e-09,  2.48802e-09,  1.02381e-08,  5.82327e-09,  2.24675e-10,  2.39955e-09,  1.56842e-09,  1.79202e-09,
00:01:15,     75389,   268.0629,  3.05398e-09,  2.23958e-09,  8.95833e-09,  6.27155e-09,  0.00000e+00,  2.39955e-09,  1.34375e-09,  1.79202e-09,
00:01:15,     75736,   269.7170,  3.56459e-09,  2.48802e-09,  9.59819e-09,  6.04687e-09,  0.00000e+00,  2.23984e-09,  2.01562e-09,  2.01562e-09,
00:01:16,     76083,   270.5421,  4.58095e-09,  2.98611e-09,  1.00251e-08,  7.16702e-09,  2.23600e-10,  2.07936e-09,  1.79202e-09,  1.34375e-09,
00:01:16,     76429,   272.1949,  4.07277e-09,  2.23958e-09,  8.95833e-09,  6.71875e-09,  0.00000e+00,  2.23984e-09,  2.23922e-09,  1.79095e-09,
00:01:16,     76776,   273.2977,  4.58095e-09,  2.98611e-09,  8.74538e-09,  7.16702e-09,  0.00000e+00,  1.91964e-09,  2.46390e-09,  1.79202e-09,
00:01:17,     77123,   274.9505,  4.07277e-09,  2.73647e-09,  9.38527e-09,  6.49515e-09,  0.00000e+00,  2.07936e-09,  2.23922e-09,  1.34375e-09,
00:01:17,     77469,   276.3270,  4.07277e-09,  2.98611e-09,  9.38424e-09,  6.71875e-09,  2.23600e-10,  2.08012e-09,  2.23922e-09,  1.12015e-09,
00:01:17,     77816,   277.7048,  4.07277e-09,  3.48419e-09,  9.81219e-09,  6.27047e-09,  0.00000e+00,  2.23984e-09,  2.24030e-09,  1.12015e-09,
00:01:18,     78163,   279.0826,  5.59977e-09,  3.73263e-09,  9.38527e-09,  5.37500e-09,  0.00000e+00,  1.75916e-09,  2.01562e-09,  1.12015e-09,
00:01:18,     78509,   280.7354,  5.59732e-09,  3.48300e-09,  8.53141e-09,  4.47952e-09,  2.23600e-10,  2.23984e-09,  1.34375e-09,  1.11907e-09,
00:01:18,     78856,   281.8368,  6.10795e-09,  3.98108e-09,  8.95833e-09,  4.03125e-09,  0.00000e+00,  1.75993e-09,  1.12015e-09,  1.12015e-09,
00:01:19,     79203,   282.9396,  7.63493e-09,  3.48419e-09,  9.17129e-09,  3.80765e-09,  4.48275e-10,  1.91964e-09,  8.95475e-10,  8.95475e-10,
00:01:19,     79549,   284.3161,  7.12675e-09,  3.48300e-09,  9.17129e-09,  3.58405e-09,  2.23600e-10,  1.91964e-09,  1.11907e-09,  1.12015e-09,
00:01:19,     79896,   286.2453,  8.65375e-09,  3.98108e-09,  8.53141e-09,  3.35937e-09,  2.24675e-10,  2.08012e-09,  6.71875e-10,  6.71875e-10,
00:01:20,     80243,   287.3467,  9.16193e-09,  3.23574e-09,  9.81114e-09,  3.35937e-09,  0.00000e+00,  1.75993e-09,  8.95475e-10,  6.71875e-10,
00:01:20,     80589,   288.7245,  8.14311e-09,  2.98611e-09,  8.95833e-09,  3.58297e-09,  4.48275e-10,  1.91964e-09,  8.95475e-10,  6.71875e-10,
00:01:20,     80936,   290.1010,  9.16193e-09,  2.98611e-09,  8.31846e-09,  3.80765e-09,  2.24675e-10,  1.43973e-09,  1.34375e-09,  8.96550e-10,
00:01:21,     81283,   291.7538,  1.01807e-08,  3.23574e-09,  8.95833e-09,  4.03125e-09,  4.47200e-10,  1.75993e-09,  1.12015e-09,  1.12015e-09,
00:01:21,     81629,   292.8552,  1.11971e-08,  2.98611e-09,  9.17231e-09,  4.03125e-09,  4.47200e-10,  1.91964e-09,  1.34375e-09,  8.96550e-10,
00:01:21,     81976,   294.5094,  1.01807e-08,  3.48419e-09,  8.95833e-09,  4.47845e-09,  6.71875e-10,  2.08012e-09,  1.34375e-09,  6.71875e-10,
00:01:22,     82323,   295.8859,  1.11995e-08,  3.23574e-09,  8.74538e-09,  4.70312e-09,  8.95475e-10,  1.91964e-09,  1.56842e-09,  8.95475e-10,
00:01:22,     82669,   297.5387,  1.22159e-08,  2.73767e-09,  9.38527e-09,  4.70312e-09,  1.12015e-09,  1.91964e-09,  1.34375e-09,  6.71875e-10,
00:01:23,     83016,   298.6402,  1.11971e-08,  2.98611e-09,  9.81114e-09,  5.37500e-09,  8.95475e-10,  2.07936e-09,  1.12015e-09,  8.96550e-10,
00:01:23,     83363,   300.0179,  1.42511e-08,  2.48922e-09,  9.17129e-09,  4.70312e-09,  8.95475e-10,  1.75993e-09,  1.56735e-09,  1.12015e-09,
00:01:23,     83709,   301.9471,  1.17077e-08,  3.23456e-09,  9.17231e-09,  6.49407e-09,  1.56735e-09,  2.39955e-09,  1.79202e-09,  4.48275e-10,
00:01:24,     84056,   302.7722,  1.22159e-08,  2.98611e-09,  8.74436e-09,  6.27155e-09,  1.12015e-09,  2.23984e-09,  1.79095e-09,  8.95475e-10,
00:01:24,     84403,   304.1500,  1.17077e-08,  2.73767e-09,  9.17129e-09,  6.04687e-09,  8.96550e-10,  1.75993e-09,  1.79095e-09,  6.71875e-10,
00:01:24,     84749,   305.8042,  1.22159e-08,  2.48802e-09,  9.81114e-09,  6.04687e-09,  1.79202e-09,  1.91964e-09,  2.01562e-09,  8.96550e-10,
00:01:25,     85096,   306.9043,  1.17053e-08,  2.73647e-09,  9.38424e-09,  6.49407e-09,  1.34375e-09,  2.39955e-09,  2.46390e-09,  8.95475e-10,
00:01:25,     85443,   308.2821,  1.27265e-08,  2.73767e-09,  9.17129e-09,  6.71875e-09,  1.56735e-09,  1.91964e-09,  2.23922e-09,  1.11907e-09,
00:01:25,     85789,   309.9349,  1.32347e-08,  2.73767e-09,  8.53141e-09,  7.16702e-09,  1.79202e-09,  2.23984e-09,  2.24030e-09,  4.48275e-10,
00:01:26,     86136,   310.7613,  1.32323e-08,  2.48802e-09,  8.95833e-09,  7.61422e-09,  1.56735e-09,  2.23907e-09,  2.46390e-09,  1.12015e-09,
00:01:26,     86483,   312.4141,  1.32347e-08,  2.98611e-09,  9.17231e-09,  7.16702e-09,  2.01562e-09,  2.07936e-09,  2.46282e-09,  8.95475e-10,
00:01:26,     86829,   313.7919,  1.22159e-08,  2.73767e-09,  9.17129e-09,  7.61530e-09,  1.79202e-09,  1.91964e-09,  2.46390e-09,  8.95475e-10,
00:01:27,     87176,   315.4448,  1.27265e-08,  2.48922e-09,  9.17231e-09,  7.61530e-09,  1.79202e-09,  2.08012e-09,  2.68750e-09,  8.96550e-10,
00:01:27,     87523,   316.5462,  1.37429e-08,  2.73647e-09,  8.74436e-09,  8.06250e-09,  1.79202e-09,  2.08012e-09,  2.46390e-09,  8.96550e-10,
00:01:27,     87869,   318.1990,  1.42511e-08,  3.23456e-09,  9.17231e-09,  7.83890e-09,  1.79202e-09,  1.91964e-09,  2.68750e-09,  6.71875e-10,
00:01:28,     88216,   319.3005,  1.37429e-08,  2.73767e-09,  8.53141e-09,  8.28610e-09,  2.01562e-09,  2.07936e-09,  2.46282e-09,  6.71875e-10,
00:01:28,     88563,   320.6783,  1.37429e-08,  2.48802e-09,  9.38527e-09,  8.73438e-09,  2.46282e-09,  2.07936e-09,  3.13577e-09,  6.71875e-10,
00:01:28,     88909,   322.3311,  1.42511e-08,  2.98611e-09,  9.17231e-09,  8.06250e-09,  2.23922e-09,  2.08012e-09,  2.68750e-09,  4.48275e-10,
00:01:29,     89256,   323.7089,  1.42511e-08,  2.73767e-09,  9.81114e-09,  8.73438e-09,  2.01562e-09,  1.91964e-09,  2.68750e-09,  4.48275e-10,
00:01:29,     89603,   324.8104,  1.52699e-08,  2.48922e-09,  9.59819e-09,  8.51078e-09,  2.23922e-09,  2.07936e-09,  3.35937e-09,  6.71875e-10,
00:01:29,     89949,   326.1881,  1.37429e-08,  2.73767e-09,  8.74436e-09,  8.73438e-09,  2.01562e-09,  1.91964e-09,  3.35937e-09,  6.71875e-10,
00:01:30,     90296,   327.5646,  1.42511e-08,  2.23958e-09,  9.59819e-09,  8.28610e-09,  1.56842e-09,  1.75993e-09,  2.91110e-09,  2.23600e-10,
00:01:30,     90642,   329.2175,  1.32323e-08,  1.99113e-09,  9.17129e-09,  8.06250e-09,  1.79202e-09,  2.07936e-09,  3.35937e-09,  8.95475e-10,
00:01:30,     90988,   330.8703,  1.37429e-08,  2.48802e-09,  9.59819e-09,  8.28717e-09,  1.79202e-09,  2.08012e-09,  3.13577e-09,  6.71875e-10,
00:01:31,     91334,   332.2481,  1.42511e-08,  2.48802e-09,  8.74538e-09,  8.28717e-09,  1.12015e-09,  1.91964e-09,  3.13577e-09,  6.71875e-10,
00:01:31,     91681,   333.3495,  1.47617e-08,  2.23958e-09,  9.17129e-09,  7.83890e-09,  1.34375e-09,  1.75916e-09,  2.91217e-09,  4.48275e-10,
00:01:32,     92028,   335.0036,  1.47617e-08,  3.23456e-09,  8.95833e-09,  8.50970e-09,  1.79202e-09,  1.75993e-09,  2.91110e-09,  6.71875e-10,
00:01:32,     92374,   336.3815,  1.37429e-08,  2.23958e-09,  9.38527e-09,  7.83890e-09,  1.12015e-09,  2.07936e-09,  3.35937e-09,  6.71875e-10,
00:01:32,     92721,   337.4829,  1.42511e-08,  1.99113e-09,  9.38527e-09,  8.06250e-09,  1.79095e-09,  2.23984e-09,  3.35937e-09,  2.24675e-10,
00:01:33,     93068,   338.5843,  1.42511e-08,  2.98611e-09,  9.59819e-09,  8.51078e-09,  1.34375e-09,  1.91964e-09,  2.68750e-09,  2.24675e-10,
00:01:33,     93414,   340.2372,  1.42535e-08,  2.23958e-09,  9.38527e-09,  7.83783e-09,  1.34375e-09,  1.75993e-09,  2.68750e-09,  6.71875e-10,
00:01:33,     93761,   341.8900,  1.42535e-08,  2.73767e-09,  9.38527e-09,  7.83890e-09,  1.34375e-09,  1.75993e-09,  3.35937e-09,  6.71875e-10,
00:01:34,     94108,   343.2665,  1.37429e-08,  2.23958e-09,  9.17231e-09,  6.94342e-09,  8.96550e-10,  1.28001e-09,  3.13577e-09,  4.48275e-10,
00:01:34,     94454,   344.3692,  1.47617e-08,  1.99113e-09,  9.38424e-09,  6.94342e-09,  1.12015e-09,  1.91964e-09,  2.46390e-09,  6.71875e-10,
00:01:34,     94801,   345.4707,  1.52699e-08,  2.23958e-09,  9.59819e-09,  7.16702e-09,  8.95475e-10,  1.75993e-09,  2.91110e-09,  6.71875e-10,
00:01:35,     95148,   347.1235,  1.37429e-08,  2.23958e-09,  1.00251e-08,  7.39062e-09,  1.12015e-09,  1.59944e-09,  2.46390e-09,  2.23600e-10,
00:01:35,     95494,   348.5013,  1.52699e-08,  2.23958e-09,  1.02381e-08,  6.94342e-09,  8.95475e-10,  2.08012e-09,  3.13577e-09,  2.24675e-10,
00:01:35,     95841,   349.8778,  1.47617e-08,  2.23958e-09,  9.17129e-09,  6.94235e-09,  8.95475e-10,  1.75993e-09,  2.46282e-09,  6.71875e-10,
00:01:36,     96188,   351.5306,  1.37429e-08,  1.74150e-09,  9.59819e-09,  6.49515e-09,  8.95475e-10,  1.91964e-09,  2.23922e-09,  4.48275e-10,
00:01:36,     96534,   352.9084,  1.47593e-08,  1.99113e-09,  9.17231e-09,  6.49515e-09,  1.12015e-09,  2.08012e-09,  2.46390e-09,  4.48275e-10,
00:01:36,     96881,   354.2862,  1.42535e-08,  1.74150e-09,  1.02381e-08,  5.59860e-09,  8.95475e-10,  1.75993e-09,  2.23922e-09,  6.71875e-10,
00:01:37,     97228,   355.6627,  1.47617e-08,  2.23958e-09,  9.81219e-09,  5.82327e-09,  6.71875e-10,  1.91964e-09,  2.01562e-09,  4.48275e-10,
00:01:37,     97574,   357.0418,  1.47617e-08,  2.23958e-09,  1.00251e-08,  5.15140e-09,  1.12015e-09,  1.75916e-09,  1.79202e-09,  2.24675e-10,
00:01:37,     97921,   358.4183,  1.37429e-08,  1.74150e-09,  1.04520e-08,  5.15140e-09,  8.95475e-10,  1.59944e-09,  2.24030e-09,  4.48275e-10,
00:01:38,     98267,   359.7948,  1.47617e-08,  1.99113e-09,  1.10919e-08,  4.92780e-09,  6.71875e-10,  1.43973e-09,  1.79202e-09,  4.48275e-10,
00:01:38,     98613,   361.1725,  1.11971e-08,  1.74269e-09,  1.08779e-08,  4.25485e-09,  6.71875e-10,  2.08012e-09,  1.79202e-09,  4.48275e-10,
00:01:38,     98959,   362.5503,  1.42511e-08,  1.99113e-09,  1.08779e-08,  5.59860e-09,  6.71875e-10,  1.59944e-09,  1.56842e-09,  4.48275e-10,
00:01:39,     99306,   363.9268,  1.37429e-08,  1.99113e-09,  1.08779e-08,  4.25592e-09,  6.71875e-10,  1.91964e-09,  1.34375e-09,  2.24675e-10,
00:01:39,     99653,   365.5796,  1.47617e-08,  1.99113e-09,  1.15178e-08,  3.80765e-09,  8.95475e-10,  2.07936e-09,  1.34375e-09,  4.48275e-10,
00:01:39,     99999,   366.9574,  1.37429e-08,  2.23958e-09,  1.15178e-08,  3.80765e-09,  4.48275e-10,  1.60021e-09,  1.12015e-09,  0.00000e+00,
