0000001024,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:09:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:04:52,    292048,   989.8352,  6.37425e-09,  4.41347e-09,  2.87117e-08,  1.16852e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  0.00000e+00,
00:04:52,    292386,   990.9843,  6.37425e-09,  4.41347e-09,  2.80442e-08,  1.16852e-09,  2.33275e-10,  2.33659e-09,  2.34350e-10,  2.33275e-10,
00:04:52,    292725,   992.7084,  6.37425e-09,  4.41467e-09,  2.89338e-08,  1.40180e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  0.00000e+00,
00:04:53,    293063,   993.8588,  4.77886e-09,  5.19344e-09,  2.87107e-08,  4.67625e-10, -4.67625e-10,  1.33530e-09, -4.67625e-10,  7.01975e-10,
00:04:53,    293401,   995.2962,  4.77886e-09,  4.67386e-09,  2.89338e-08,  2.33275e-10,  0.00000e+00,  1.66932e-09, -4.67625e-10,  2.33275e-10,
00:04:53,    293740,   996.7334,  5.84164e-09,  4.15428e-09,  2.84885e-08,  7.01975e-10,  2.33275e-10,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:04:54,    294078,   998.4577,  3.71852e-09,  5.71302e-09,  2.80442e-08,  7.00900e-10, -2.34350e-10,  1.50269e-09, -2.34350e-10,  9.35250e-10,
00:04:54,    294417,   999.0315,  5.31148e-09,  4.67386e-09,  2.82663e-08,  7.01975e-10, -2.34350e-10,  2.16996e-09, -2.34350e-10,  9.35250e-10,
00:04:54,    294755,  1000.4702,  3.71607e-09,  4.67386e-09,  2.98246e-08,  4.67625e-10, -2.34350e-10,  2.00334e-09, -2.34350e-10,  7.01975e-10,
00:04:55,    295093,  1001.9074,  5.31148e-09,  5.45263e-09,  2.78210e-08,  9.35250e-10,  2.34350e-10,  1.83594e-09,  2.34350e-10,  0.00000e+00,
00:04:55,    295432,  1003.6317,  4.77886e-09,  5.71302e-09,  2.78210e-08,  9.34175e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:04:55,    295770,  1004.7807,  3.71852e-09,  5.19344e-09,  2.75988e-08,  4.67625e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:04:56,    296108,  1006.2193,  6.37425e-09,  4.93424e-09,  2.82653e-08,  1.16852e-09,  4.67625e-10,  1.83671e-09,  4.67625e-10,  2.34350e-10,
00:04:56,    296446,  1007.3684,  5.84409e-09,  4.67386e-09,  2.84885e-08,  1.40287e-09,  2.34350e-10,  2.16996e-09,  2.34350e-10,  2.33275e-10,
00:04:56,    296785,  1008.5174,  5.84164e-09,  4.93306e-09,  2.75988e-08,  1.16852e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  4.67625e-10,
00:04:57,    297123,  1010.2430,  5.31148e-09,  3.89508e-09,  2.89338e-08,  4.67625e-10, -2.33275e-10,  1.83671e-09, -4.67625e-10,  2.33275e-10,
00:04:57,    297461,  1011.3933,  5.31148e-09,  4.67386e-09,  2.73756e-08,  7.01975e-10,  2.34350e-10,  2.00334e-09,  2.34350e-10,  0.00000e+00,
00:04:57,    297800,  1012.8293,  6.37425e-09,  4.41347e-09,  2.75978e-08,  9.35250e-10,  4.67625e-10,  2.33659e-09,  4.67625e-10, -2.34350e-10,
00:04:58,    298138,  1014.2680,  3.71852e-09,  5.19344e-09,  2.78210e-08,  9.34175e-10, -2.34350e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:04:58,    298476,  1015.7053,  4.77886e-09,  4.15428e-09,  2.84885e-08,  4.67625e-10, -4.67625e-10,  1.83671e-09,  0.00000e+00,  0.00000e+00,
00:04:58,    298814,  1016.8543,  5.84164e-09,  4.15428e-09,  2.93792e-08,  9.35250e-10,  0.00000e+00,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:04:59,    299153,  1018.2916,  4.77886e-09,  5.45263e-09,  2.80431e-08,  7.00900e-10, -2.34350e-10,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:04:59,    299490,  1019.7289,  5.31148e-09,  4.41347e-09,  2.84885e-08,  7.01975e-10, -2.33275e-10,  1.83671e-09,  0.00000e+00,  0.00000e+00,
00:04:59,    299828,  1021.1662,  4.24868e-09,  5.19344e-09,  2.87107e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:05:00,    300167,  1022.3166,  5.31148e-09,  5.45383e-09,  2.89338e-08,  7.00900e-10, -4.67625e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:05:00,    300505,  1023.7539,  4.24868e-09,  4.93424e-09,  2.84885e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  7.01975e-10,
00:05:00,    300843,  1025.1911,  5.84164e-09,  4.93424e-09,  2.78210e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  4.67625e-10,
00:05:01,    301180,  1026.6285,  4.78130e-09,  4.15428e-09,  2.87107e-08,  2.33275e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  2.33275e-10,
00:05:01,    301518,  1028.0658,  4.24868e-09,  5.45263e-09,  2.84885e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:05:01,    301856,  1029.2148,  5.31148e-09,  5.19344e-09,  2.89338e-08,  9.35250e-10,  2.34350e-10,  1.83594e-09,  2.34350e-10,  7.00900e-10,
00:05:02,    302193,  1030.6521,  4.77886e-09,  5.45263e-09,  2.73756e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09, -2.34350e-10,  7.00900e-10,
00:05:02,    302532,  1032.0894,  5.31148e-09,  5.45383e-09,  2.89338e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -2.34350e-10,  7.00900e-10,
00:05:02,    302870,  1033.2397,  3.71607e-09,  4.93306e-09,  2.80431e-08,  4.67625e-10,  0.00000e+00,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:05:03,    303208,  1034.6771,  5.84409e-09,  4.93306e-09,  2.75978e-08,  1.16852e-09,  4.67625e-10,  2.33736e-09,  2.34350e-10,  2.34350e-10,
00:05:03,    303547,  1036.1144,  5.31148e-09,  5.19344e-09,  2.89338e-08,  9.34175e-10,  2.34350e-10,  2.33736e-09,  2.34350e-10,  2.34350e-10,
00:05:03,    303885,  1037.2634,  4.24868e-09,  5.19344e-09,  2.75988e-08,  4.67625e-10,  2.34350e-10,  2.00257e-09,  0.00000e+00,  7.00900e-10,
00:05:04,    304223,  1038.7008,  6.37425e-09,  4.15428e-09,  2.80431e-08,  9.35250e-10,  0.00000e+00,  2.33659e-09,  0.00000e+00,  2.33275e-10,
00:05:04,    304561,  1040.1380,  5.84409e-09,  4.93424e-09,  2.64859e-08,  1.40180e-09,  7.00900e-10,  2.67061e-09,  7.00900e-10, -2.33275e-10,
00:05:04,    304900,  1041.5753,  5.31148e-09,  5.45383e-09,  2.47055e-08,  1.63615e-09,  7.00900e-10,  2.33736e-09,  7.00900e-10,  2.34350e-10,
00:05:05,    305238,  1043.0126,  5.84164e-09,  4.67386e-09,  2.62637e-08,  9.35250e-10,  0.00000e+00,  2.16996e-09,  2.33275e-10, -2.33275e-10,
00:05:05,    305577,  1043.8734,  5.31148e-09,  4.67386e-09,  2.53720e-08,  1.16852e-09,  2.33275e-10,  2.00334e-09,  4.67625e-10, -4.67625e-10,
00:05:05,    305915,  1045.3120,  6.90443e-09,  5.19344e-09,  2.47045e-08,  9.35250e-10,  7.00900e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:05:06,    306253,  1046.7494,  5.84164e-09,  4.67386e-09,  2.44823e-08,  4.67625e-10, -2.33275e-10,  1.83671e-09, -2.34350e-10,  2.33275e-10,
00:05:06,    306592,  1048.1866,  7.43459e-09,  5.19344e-09,  2.40380e-08,  7.01975e-10,  0.00000e+00,  2.00334e-09,  2.33275e-10,  0.00000e+00,
00:05:06,    306930,  1049.6239,  6.90443e-09,  4.41347e-09,  2.29241e-08,  1.16852e-09,  2.34350e-10,  2.33659e-09,  2.34350e-10, -2.34350e-10,
00:05:07,    307268,  1050.7729,  5.31148e-09,  4.67386e-09,  2.33694e-08,  2.34350e-10, -4.67625e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:05:07,    307607,  1052.4985,  5.31148e-09,  4.41467e-09,  2.20344e-08,  4.67625e-10, -4.67625e-10,  1.83671e-09, -2.34350e-10,  7.01975e-10,
00:05:07,    307944,  1053.3594,  4.78130e-09,  4.41467e-09,  2.18122e-08,  7.01975e-10,  0.00000e+00,  2.00257e-09, -2.33275e-10,  0.00000e+00,
00:05:08,    308283,  1054.7979,  5.31148e-09,  5.45383e-09,  1.98087e-08,  7.00900e-10,  4.67625e-10,  2.16996e-09,  2.34350e-10,  7.00900e-10,
00:05:08,    308621,  1056.2352,  4.24868e-09,  5.45383e-09,  2.00318e-08,  4.67625e-10, -4.67625e-10,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:05:08,    308960,  1057.6726,  4.78130e-09,  4.93424e-09,  1.93632e-08,  4.67625e-10, -4.67625e-10,  1.66932e-09, -4.67625e-10,  4.67625e-10,
00:05:09,    309298,  1059.3967,  6.37425e-09,  5.45263e-09,  1.86957e-08,  1.16852e-09,  7.00900e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:05:09,    309636,  1060.2589,  3.71852e-09,  4.93424e-09,  1.80282e-08,  7.00900e-10,  0.00000e+00,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:05:09,    309975,  1061.6961,  5.31148e-09,  6.23141e-09,  1.84736e-08,  4.67625e-10,  2.34350e-10,  1.66932e-09, -4.67625e-10,  7.00900e-10,
00:05:10,    310313,  1062.8452,  6.90443e-09,  4.93424e-09,  1.73597e-08,  1.16852e-09,  7.00900e-10,  1.83671e-09,  0.00000e+00,  0.00000e+00,
00:05:10,    310651,  1064.2838,  5.84409e-09,  5.45263e-09,  1.75829e-08,  1.40180e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  2.34350e-10,
00:05:10,    310990,  1065.7212,  5.31148e-09,  5.45263e-09,  1.64700e-08,  1.16852e-09,  2.34350e-10,  2.16996e-09,  2.34350e-10,  2.34350e-10,
00:05:11,    311328,  1066.5819,  7.43459e-09,  4.93306e-09,  1.62468e-08,  9.35250e-10,  2.34350e-10,  2.00334e-09,  2.33275e-10, -2.34350e-10,
00:05:11,    311667,  1068.5957,  5.31148e-09,  4.93306e-09,  1.69153e-08,  1.16852e-09,  4.67625e-10,  1.83671e-09,  4.67625e-10, -2.33275e-10,
00:05:12,    312005,  1070.0330,  6.37425e-09,  5.19344e-09,  1.58025e-08,  1.40180e-09,  7.00900e-10,  2.16996e-09,  7.00900e-10,  2.34350e-10,
00:05:12,    312343,  1071.1821,  4.24868e-09,  5.19344e-09,  1.55792e-08,  4.67625e-10, -2.34350e-10,  1.33530e-09, -4.67625e-10,  7.01975e-10,
00:05:12,    312681,  1072.3312,  6.37425e-09,  5.45383e-09,  1.60247e-08,  9.35250e-10, -2.33275e-10,  2.16996e-09,  2.34350e-10,  2.33275e-10,
00:05:13,    313020,  1074.0566,  5.84409e-09,  4.93424e-09,  1.55803e-08,  1.40180e-09,  4.67625e-10,  2.00334e-09,  2.33275e-10,  0.00000e+00,
00:05:13,    313358,  1074.9188,  5.84164e-09,  5.71302e-09,  1.53571e-08,  9.34175e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  9.34175e-10,
00:05:13,    313696,  1076.3560,  4.24868e-09,  5.45383e-09,  1.49117e-08,  2.34350e-10, -4.67625e-10,  1.50269e-09, -2.34350e-10,  9.35250e-10,
00:05:14,    314034,  1077.7934,  6.37425e-09,  4.41347e-09,  1.53571e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  7.01975e-10,
00:05:14,    314372,  1079.2307,  4.78130e-09,  4.15428e-09,  1.42442e-08,  2.33275e-10, -2.34350e-10,  1.50193e-09, -2.33275e-10,  4.67625e-10,
00:05:14,    314710,  1080.6679,  6.37425e-09,  4.67386e-09,  1.37999e-08,  9.35250e-10, -2.33275e-10,  1.66932e-09,  2.34350e-10,  2.33275e-10,
00:05:15,    315048,  1081.8170,  5.31148e-09,  5.45383e-09,  1.33535e-08,  1.16852e-09,  0.00000e+00,  1.83594e-09,  0.00000e+00,  4.67625e-10,
00:05:15,    315386,  1083.5426,  4.77886e-09,  4.93306e-09,  1.33546e-08,  7.00900e-10, -2.33275e-10,  1.83594e-09, -4.67625e-10,  7.01975e-10,
00:05:15,    315724,  1084.6930,  4.24868e-09,  5.45263e-09,  1.31313e-08,  4.67625e-10, -2.34350e-10,  1.83594e-09, -7.00900e-10,  7.01975e-10,
00:05:16,    316063,  1085.8420,  6.37182e-09,  5.71302e-09,  1.26860e-08,  1.16852e-09,  2.34350e-10,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:05:16,    316401,  1086.9910,  4.77886e-09,  5.71302e-09,  1.31313e-08,  7.00900e-10, -2.34350e-10,  1.50269e-09,  0.00000e+00,  7.00900e-10,
00:05:16,    316740,  1089.2917,  5.84409e-09,  5.71302e-09,  1.20185e-08,  4.67625e-10, -4.67625e-10,  1.33530e-09, -2.34350e-10,  9.35250e-10,
00:05:17,    317078,  1089.5787,  7.43705e-09,  4.67386e-09,  1.20185e-08,  1.40180e-09,  7.00900e-10,  2.33659e-09,  4.67625e-10, -2.34350e-10,
00:05:17,    317415,  1091.3043,  5.31148e-09,  5.45263e-09,  1.24638e-08,  2.34350e-10, -4.67625e-10,  1.50269e-09, -7.00900e-10,  7.00900e-10,
00:05:17,    317753,  1092.1650,  6.37425e-09,  4.93424e-09,  1.13510e-08,  1.86942e-09,  7.00900e-10,  2.33659e-09,  7.00900e-10,  4.67625e-10,
00:05:18,    318091,  1094.1788,  4.78130e-09,  5.97222e-09,  1.15731e-08,  9.34175e-10,  2.34350e-10,  1.66932e-09,  2.34350e-10,  4.67625e-10,
00:05:18,    318430,  1095.3278,  4.24868e-09,  5.45383e-09,  1.15731e-08,  1.16852e-09,  2.34350e-10,  1.83594e-09,  0.00000e+00,  9.35250e-10,
00:05:18,    318768,  1097.0521,  6.37425e-09,  4.93424e-09,  1.15731e-08,  1.16852e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:05:19,    319106,  1098.2025,  6.37425e-09,  5.97222e-09,  1.11277e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  2.34350e-10,
00:05:19,    319444,  1099.3529,  5.31148e-09,  5.19344e-09,  1.09056e-08,  1.40287e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  4.67625e-10,
00:05:19,    319783,  1100.7901,  5.84164e-09,  4.93306e-09,  1.20185e-08,  9.35250e-10,  2.33275e-10,  2.16996e-09,  2.34350e-10, -2.33275e-10,
00:05:20,    320121,  1102.2275,  7.96720e-09,  4.93306e-09,  1.15731e-08,  1.40287e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  0.00000e+00,
00:05:20,    320460,  1103.6634,  6.90443e-09,  4.93306e-09,  1.09056e-08,  1.40180e-09,  2.34350e-10,  2.00334e-09,  4.67625e-10,  4.67625e-10,
00:05:20,    320798,  1104.8138,  5.84409e-09,  4.93306e-09,  1.20185e-08,  4.67625e-10,  0.00000e+00,  1.83594e-09, -2.34350e-10,  7.01975e-10,
00:05:21,    321137,  1106.2510,  6.37425e-09,  5.45263e-09,  1.11288e-08,  1.16852e-09,  0.00000e+00,  1.83671e-09,  0.00000e+00,  4.67625e-10,
00:05:21,    321475,  1107.6871,  6.37425e-09,  4.67386e-09,  1.22416e-08,  1.40180e-09,  0.00000e+00,  1.83671e-09,  2.33275e-10,  2.33275e-10,
00:05:21,    321813,  1108.8387,  5.84164e-09,  5.45383e-09,  1.17963e-08,  7.00900e-10, -2.34350e-10,  2.00257e-09,  0.00000e+00,  4.67625e-10,
00:05:22,    322150,  1110.2748,  6.90443e-09,  5.19344e-09,  1.20185e-08,  1.16852e-09,  4.67625e-10,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:05:22,    322488,  1111.7120,  5.84164e-09,  5.45263e-09,  1.04612e-08,  4.67625e-10, -4.67625e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:05:22,    322827,  1112.8610,  6.37425e-09,  4.93424e-09,  1.17963e-08,  1.16852e-09, -2.34350e-10,  1.50193e-09, -4.67625e-10,  4.67625e-10,
00:05:23,    323164,  1114.5866,  6.37425e-09,  5.45263e-09,  1.13510e-08,  7.01975e-10,  0.00000e+00,  1.66932e-09,  2.34350e-10,  2.33275e-10,
00:05:23,    323503,  1116.0239,  4.77886e-09,  5.19344e-09,  1.02381e-08,  7.00900e-10,  0.00000e+00,  2.00257e-09, -2.34350e-10,  7.01975e-10,
00:05:23,    323842,  1117.1743,  6.37425e-09,  5.45263e-09,  1.20185e-08,  9.34175e-10, -2.34350e-10,  1.66932e-09, -7.00900e-10,  9.35250e-10,
00:05:24,    324180,  1118.6115,  4.77886e-09,  4.93306e-09,  1.17963e-08,  7.00900e-10, -4.67625e-10,  1.33530e-09, -4.67625e-10,  7.01975e-10,
00:05:24,    324518,  1120.0489,  6.37182e-09,  5.45383e-09,  1.13510e-08,  1.40287e-09,  2.34350e-10,  2.67061e-09,  2.34350e-10,  7.00900e-10,
00:05:24,    324857,  1121.1980,  5.31148e-09,  6.23141e-09,  1.11277e-08,  1.40180e-09,  2.34350e-10,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:05:25,    325194,  1122.6352,  5.31148e-09,  5.71302e-09,  1.09066e-08,  9.34175e-10, -2.34350e-10,  1.83594e-09,  0.00000e+00,  9.35250e-10,
00:05:25,    325533,  1123.7856,  6.90443e-09,  4.41467e-09,  1.20185e-08,  1.63615e-09,  7.00900e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:05:25,    325872,  1125.2229,  6.90443e-09,  5.97222e-09,  1.06834e-08,  1.40287e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  2.34350e-10,
00:05:26,    326210,  1126.9471,  6.37182e-09,  5.71302e-09,  1.15731e-08,  1.40287e-09,  2.34350e-10,  1.83671e-09, -2.34350e-10,  4.67625e-10,
00:05:26,    326548,  1127.8093,  6.37425e-09,  4.67386e-09,  1.17952e-08,  1.63615e-09,  0.00000e+00,  2.16996e-09,  2.33275e-10,  2.34350e-10,
00:05:26,    326887,  1129.2466,  6.90443e-09,  5.19344e-09,  1.15731e-08,  1.16852e-09,  4.67625e-10,  2.00334e-09,  2.34350e-10,  4.67625e-10,
00:05:27,    327224,  1130.3956,  5.84409e-09,  5.45263e-09,  1.22416e-08,  1.63615e-09,  2.34350e-10,  2.00334e-09,  7.00900e-10,  0.00000e+00,
00:05:27,    327561,  1132.1212,  5.84409e-09,  4.67386e-09,  1.13510e-08,  1.63615e-09,  7.00900e-10,  2.00334e-09,  4.67625e-10,  4.67625e-10,
00:05:27,    327900,  1133.5584,  5.84164e-09,  5.45383e-09,  1.17952e-08,  1.16852e-09,  2.34350e-10,  2.00334e-09,  2.34350e-10,  7.01975e-10,
00:05:28,    328238,  1135.2840,  5.84409e-09,  5.19344e-09,  1.20185e-08,  1.63615e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  2.33275e-10,
00:05:28,    328577,  1136.1461,  7.43459e-09,  5.45383e-09,  1.15741e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:05:28,    328915,  1137.2951,  5.84164e-09,  5.45383e-09,  1.20185e-08,  1.40287e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:05:29,    329253,  1139.3076,  6.37425e-09,  4.41347e-09,  1.24638e-08,  1.16852e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:05:29,    329592,  1140.4580,  7.43459e-09,  4.93306e-09,  1.24638e-08,  1.16852e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  2.33275e-10,
00:05:29,    329930,  1141.6070,  6.37425e-09,  5.19344e-09,  1.24638e-08,  1.40287e-09,  2.34350e-10,  2.33659e-09,  2.34350e-10,  0.00000e+00,
00:05:30,    330268,  1143.3312,  6.37425e-09,  5.71183e-09,  1.22416e-08,  9.34175e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  7.01975e-10,
00:05:30,    330607,  1144.4816,  4.24868e-09,  4.93424e-09,  1.26860e-08,  9.35250e-10,  0.00000e+00,  1.83594e-09, -4.67625e-10,  7.00900e-10,
00:05:30,    330944,  1145.3437,  5.84164e-09,  5.19344e-09,  1.31313e-08,  1.16852e-09,  2.34350e-10,  2.00334e-09,  0.00000e+00,  4.67625e-10,
00:05:31,    331283,  1147.0693,  5.31148e-09,  6.49061e-09,  1.20185e-08,  1.40180e-09,  0.00000e+00,  1.66932e-09, -2.34350e-10,  7.00900e-10,
00:05:31,    331620,  1148.2184,  6.90443e-09,  4.93424e-09,  1.26870e-08,  1.16852e-09,  2.33275e-10,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:05:31,    331958,  1149.3674,  5.31148e-09,  5.97222e-09,  1.22407e-08,  4.67625e-10, -2.33275e-10,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:05:32,    332297,  1151.0930,  4.24868e-09,  5.71302e-09,  1.29091e-08,  7.00900e-10, -4.67625e-10,  1.66932e-09, -7.00900e-10,  1.16852e-09,
00:05:32,    332635,  1152.2420,  4.78130e-09,  4.93306e-09,  1.22407e-08,  7.00900e-10, -7.00900e-10,  1.33530e-09, -2.34350e-10,  7.00900e-10,
00:05:32,    332973,  1153.9675,  5.31148e-09,  6.49180e-09,  1.26860e-08,  2.10377e-09,  4.67625e-10,  2.00334e-09,  0.00000e+00,  1.16852e-09,
00:05:33,    333311,  1155.4049,  5.31148e-09,  5.97222e-09,  1.20185e-08,  1.40180e-09,  2.34350e-10,  2.33736e-09,  2.33275e-10,  7.01975e-10,
00:05:33,    333650,  1156.8421,  4.24868e-09,  6.23261e-09,  1.22416e-08,  9.35250e-10,  0.00000e+00,  1.83594e-09, -7.00900e-10,  1.16852e-09,
00:05:33,    333988,  1157.9912,  6.37425e-09,  5.19344e-09,  1.24638e-08,  1.86942e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:05:34,    334327,  1159.4284,  4.77886e-09,  5.45263e-09,  1.33535e-08,  1.86942e-09,  4.67625e-10,  2.33659e-09,  2.34350e-10,  2.33275e-10,
00:05:34,    334665,  1160.5788,  5.84164e-09,  6.49180e-09,  1.20185e-08,  1.63615e-09,  2.33275e-10,  1.83594e-09,  0.00000e+00,  9.35250e-10,
00:05:35,    335003,  1161.4410,  7.43459e-09,  4.93306e-09,  1.20185e-08,  2.10270e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.33275e-10,
00:05:35,    335341,  1163.4534,  5.84164e-09,  4.41347e-09,  1.35767e-08,  1.40287e-09,  0.00000e+00,  2.33659e-09,  4.67625e-10, -2.33275e-10,
00:05:35,    335679,  1164.8907,  5.31148e-09,  5.45263e-09,  1.29091e-08,  2.10270e-09,  4.67625e-10,  2.50398e-09,  2.34350e-10,  0.00000e+00,
00:05:36,    336018,  1165.7529,  6.90443e-09,  4.67386e-09,  1.37989e-08,  1.16852e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  7.00900e-10,
00:05:36,    336357,  1167.4771,  6.37425e-09,  4.93306e-09,  1.33535e-08,  1.63615e-09, -2.34350e-10,  2.00334e-09,  2.33275e-10,  4.67625e-10,
00:05:36,    336695,  1168.9144,  5.84164e-09,  5.45383e-09,  1.44674e-08,  1.63615e-09,  2.33275e-10,  2.50398e-09,  4.67625e-10,  0.00000e+00,
00:05:37,    337033,  1170.0648,  4.24868e-09,  6.23141e-09,  1.37989e-08,  9.34175e-10, -4.67625e-10,  2.00334e-09, -2.34350e-10,  1.40180e-09,
00:05:37,    337371,  1171.7890,  6.37425e-09,  4.93424e-09,  1.44664e-08,  9.34175e-10, -4.67625e-10,  1.66932e-09, -2.34350e-10,  7.00900e-10,
00:05:37,    337710,  1172.9381,  5.84164e-09,  4.67386e-09,  1.49117e-08,  1.40287e-09,  2.33275e-10,  2.00334e-09,  2.34350e-10,  0.00000e+00,
00:05:38,    338048,  1174.0884,  3.71607e-09,  5.71302e-09,  1.46896e-08,  9.35250e-10, -2.33275e-10,  1.66932e-09, -4.67625e-10,  1.16852e-09,
00:05:38,    338387,  1175.5257,  3.71607e-09,  5.71302e-09,  1.42442e-08,  1.16852e-09, -2.33275e-10,  1.83594e-09, -4.67625e-10,  9.35250e-10,
00:05:38,    338725,  1176.9630,  4.77886e-09,  5.45263e-09,  1.44664e-08,  9.35250e-10, -4.67625e-10,  1.66932e-09, -7.00900e-10,  9.35250e-10,
00:05:39,    339063,  1177.8252,  5.31148e-09,  6.23141e-09,  1.37989e-08,  2.10377e-09,  2.34350e-10,  2.16996e-09,  2.34350e-10,  1.16852e-09,
00:05:39,    339402,  1179.5506,  4.78130e-09,  5.45383e-09,  1.40210e-08,  2.10270e-09,  0.00000e+00,  1.66932e-09, -4.67625e-10,  1.40180e-09,
00:05:39,    339740,  1180.9880,  3.18591e-09,  6.23261e-09,  1.42442e-08,  1.40180e-09, -2.33275e-10,  2.00257e-09, -2.34350e-10,  1.16852e-09,
00:05:40,    340078,  1182.1370,  6.90443e-09,  5.45263e-09,  1.46896e-08,  2.10270e-09,  9.35250e-10,  2.33659e-09,  4.67625e-10,  4.67625e-10,
00:05:40,    340415,  1183.2861,  4.24868e-09,  5.71183e-09,  1.46896e-08,  9.34175e-10, -2.34350e-10,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:05:40,    340753,  1185.2986,  6.37425e-09,  6.23141e-09,  1.44674e-08,  1.86942e-09,  4.67625e-10,  2.33736e-09,  0.00000e+00,  9.35250e-10,
00:05:41,    341091,  1186.4490,  6.37182e-09,  6.23141e-09,  1.44674e-08,  2.57032e-09,  7.01975e-10,  2.16996e-09,  2.34350e-10,  7.00900e-10,
