0000001024,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:09:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:01:31,     91850,   184.6916,  3.71607e-09,  5.97222e-09,  2.51498e-08,  9.11407e-08,  2.33705e-09,  3.50526e-09,  1.40180e-09,  6.42667e-08,
00:01:32,     92188,   185.8420,  5.31148e-09,  6.49180e-09,  2.31463e-08,  8.17935e-08,  3.50557e-09,  4.50732e-09,  2.33705e-09,  5.79565e-08,
00:01:32,     92527,   186.9910,  3.71852e-09,  6.75100e-09,  2.20333e-08,  7.33806e-08,  2.33705e-09,  4.33993e-09,  2.10377e-09,  5.58538e-08,
00:01:32,     92865,   188.4283,  3.18591e-09,  6.49180e-09,  2.29241e-08,  7.47824e-08,  1.86942e-09,  3.33864e-09,  1.40180e-09,  5.51518e-08,
00:01:33,     93203,   190.1539,  5.84164e-09,  5.19344e-09,  2.29241e-08,  7.71194e-08,  3.50557e-09,  4.33993e-09,  2.33705e-09,  5.58527e-08,
00:01:33,     93542,   191.3029,  4.78130e-09,  5.97222e-09,  2.20344e-08,  8.15603e-08,  3.27122e-09,  3.83929e-09,  2.57032e-09,  6.40324e-08,
00:01:33,     93879,   193.0271,  5.31148e-09,  5.19344e-09,  2.22566e-08,  9.04398e-08,  3.27230e-09,  4.50732e-09,  2.57032e-09,  6.98750e-08,
00:01:34,     94217,   195.0409,  4.24868e-09,  5.71302e-09,  2.27019e-08,  9.83862e-08,  3.97320e-09,  4.00668e-09,  3.03795e-09,  7.94565e-08,
00:01:34,     94555,   196.7652,  3.71607e-09,  6.49061e-09,  2.51498e-08,  1.12875e-07,  3.97212e-09,  4.17330e-09,  2.33705e-09,  9.25435e-08,
00:01:34,     94893,   198.4894,  5.84164e-09,  4.67386e-09,  2.78210e-08,  1.23157e-07,  4.20647e-09,  4.00668e-09,  2.80467e-09,  1.03526e-07,
00:01:35,     95231,   199.6384,  5.84409e-09,  4.67386e-09,  2.75978e-08,  1.34375e-07,  5.14172e-09,  4.17254e-09,  3.73885e-09,  1.10538e-07,
00:01:35,     95570,   201.6509,  5.84409e-09,  5.19344e-09,  2.71524e-08,  1.38348e-07,  5.14172e-09,  4.67394e-09,  3.50557e-09,  1.08435e-07,
00:01:35,     95908,   203.3765,  5.31148e-09,  4.15428e-09,  2.75988e-08,  1.29935e-07,  3.73992e-09,  4.00668e-09,  3.27230e-09,  9.41797e-08,
00:01:36,     96246,   204.8138,  5.84164e-09,  4.15428e-09,  2.58184e-08,  1.09602e-07,  4.43975e-09,  4.67394e-09,  3.03795e-09,  7.71194e-08,
00:01:36,     96585,   206.2498,  5.84164e-09,  3.63469e-09,  2.44823e-08,  8.85703e-08,  3.27122e-09,  4.50732e-09,  2.33705e-09,  6.05268e-08,
00:01:36,     96923,   207.6871,  2.65573e-09,  4.15428e-09,  2.24788e-08,  6.96406e-08,  1.63615e-09,  3.50526e-09,  9.34175e-10,  4.90770e-08,
00:01:37,     97262,   209.9878,  4.24868e-09,  5.19344e-09,  2.15890e-08,  5.86584e-08,  1.16852e-09,  3.33864e-09,  7.00900e-10,  3.80926e-08,
00:01:37,     97600,   211.1368,  3.71852e-09,  3.89508e-09,  2.06983e-08,  4.79074e-08,  1.40287e-09,  3.67189e-09,  7.00900e-10,  3.10814e-08,
00:01:37,     97938,   212.2872,  3.71852e-09,  4.67386e-09,  1.91401e-08,  4.11306e-08,  1.63615e-09,  3.83929e-09,  9.34175e-10,  2.73415e-08,
00:01:38,     98276,   214.2997,  3.18591e-09,  5.19344e-09,  1.84726e-08,  3.62221e-08,  9.35250e-10,  3.83929e-09,  4.67625e-10,  2.31361e-08,
00:01:38,     98614,   215.4487,  3.71852e-09,  4.41347e-09,  1.91411e-08,  3.22500e-08,  4.67625e-10,  3.67266e-09,  0.00000e+00,  1.93962e-08,
00:01:38,     98953,   216.8860,  5.31148e-09,  4.93306e-09,  1.71375e-08,  2.94464e-08,  1.40287e-09,  4.00668e-09,  1.16852e-09,  1.75268e-08,
00:01:39,     99291,   218.0364,  3.71852e-09,  4.67386e-09,  1.69143e-08,  2.54721e-08,  9.35250e-10,  3.50526e-09,  2.34350e-10,  1.61250e-08,
00:01:39,     99629,   218.8972,  3.18591e-09,  4.67386e-09,  1.58025e-08,  2.38370e-08,  1.16852e-09,  3.50526e-09,  2.34350e-10,  1.44888e-08,
00:01:39,     99966,   220.3345,  3.71852e-09,  5.19224e-09,  1.75829e-08,  2.12656e-08,  4.67625e-10,  3.33864e-09,  4.67625e-10,  1.26194e-08,
00:01:40,    100304,   222.0600,  2.65573e-09,  4.67386e-09,  1.66922e-08,  2.00982e-08,  2.34350e-10,  3.17201e-09, -2.33275e-10,  1.19185e-08,
00:01:40,    100643,   222.9235,  5.31148e-09,  4.41467e-09,  1.55792e-08,  1.96305e-08,  1.40180e-09,  4.34069e-09,  9.35250e-10,  9.34713e-09,
00:01:40,    100981,   224.3595,  4.24868e-09,  4.93306e-09,  1.51339e-08,  1.77611e-08,  9.35250e-10,  4.00668e-09,  4.67625e-10,  9.34820e-09,
00:01:41,    101320,   225.5098,  2.65573e-09,  4.67386e-09,  1.51350e-08,  1.75278e-08,  7.00900e-10,  4.00591e-09,  7.01975e-10,  9.58148e-09,
00:01:41,    101658,   226.9471,  6.37425e-09,  3.63589e-09,  1.51350e-08,  1.61250e-08,  1.63507e-09,  4.00591e-09,  1.16852e-09,  8.17860e-09,
00:01:41,    101997,   227.8092,  5.84164e-09,  4.41467e-09,  1.42442e-08,  1.56573e-08,  1.16852e-09,  4.17330e-09,  7.01975e-10,  7.01115e-09,
00:01:42,    102335,   228.9583,  4.24868e-09,  4.41347e-09,  1.46896e-08,  1.44899e-08,  1.16852e-09,  3.67266e-09,  4.67625e-10,  7.47770e-09,
00:01:42,    102673,   230.9708,  6.37182e-09,  2.85591e-09,  1.46896e-08,  1.40212e-08,  7.00900e-10,  4.17330e-09,  7.00900e-10,  6.07590e-09,
00:01:43,    103012,   231.8342,  6.90443e-09,  3.63469e-09,  1.33546e-08,  1.37879e-08,  7.00900e-10,  4.00591e-09,  1.16852e-09,  5.84262e-09,
00:01:43,    103350,   232.9832,  7.43459e-09,  3.89508e-09,  1.44664e-08,  1.35546e-08,  1.40180e-09,  3.83929e-09,  9.35250e-10,  6.54352e-09,
00:01:43,    103688,   234.4205,  4.77886e-09,  3.37550e-09,  1.44664e-08,  1.14519e-08,  0.00000e+00,  3.67266e-09,  4.67625e-10,  5.60935e-09,
00:01:44,    104026,   235.8578,  4.24868e-09,  3.89508e-09,  1.40221e-08,  1.14519e-08,  0.00000e+00,  3.67266e-09,  4.67625e-10,  5.37500e-09,
00:01:44,    104363,   237.0082,  5.84164e-09,  3.37550e-09,  1.42442e-08,  1.07500e-08,  0.00000e+00,  3.17201e-09, -2.34350e-10,  5.84262e-09,
00:01:44,    104701,   238.4455,  5.31148e-09,  2.85591e-09,  1.46896e-08,  1.09843e-08,  4.67625e-10,  3.17201e-09,  2.34350e-10,  5.37500e-09,
00:01:45,    105039,   239.8828,  6.37425e-09,  3.89508e-09,  1.33546e-08,  1.12176e-08,  1.16852e-09,  3.83929e-09,  1.16852e-09,  4.67410e-09,
00:01:45,    105378,   240.7449,  4.24868e-09,  4.15428e-09,  1.37989e-08,  9.81583e-09, -2.33275e-10,  3.17201e-09,  2.33275e-10,  6.07590e-09,
00:01:45,    105716,   242.7561,  4.78130e-09,  3.63469e-09,  1.40221e-08,  9.34713e-09, -2.33275e-10,  3.50604e-09,  0.00000e+00,  3.97320e-09,
00:01:46,    106055,   243.9065,  6.90443e-09,  3.11511e-09,  1.29082e-08,  1.05167e-08,  9.35250e-10,  3.83929e-09,  9.35250e-10,  3.97320e-09,
00:01:46,    106393,   245.3437,  3.18591e-09,  4.93424e-09,  1.37989e-08,  9.34820e-09, -2.34350e-10,  3.00462e-09, -2.33275e-10,  5.37500e-09,
00:01:46,    106730,   246.7810,  6.90443e-09,  3.89508e-09,  1.31313e-08,  9.58148e-09,  9.34175e-10,  3.67189e-09,  1.16852e-09,  3.73992e-09,
00:01:47,    107068,   247.9301,  4.24868e-09,  3.63589e-09,  1.31313e-08,  8.88058e-09, -2.33275e-10,  2.67061e-09, -2.33275e-10,  4.67410e-09,
00:01:47,    107406,   249.3674,  4.24868e-09,  3.37550e-09,  1.42442e-08,  8.41295e-09, -2.34350e-10,  2.67061e-09,  0.00000e+00,  4.67410e-09,
00:01:47,    107744,   251.3799,  5.84164e-09,  2.59672e-09,  1.37989e-08,  7.71205e-09,  0.00000e+00,  3.00462e-09, -2.34350e-10,  3.97212e-09,
00:01:48,    108082,   251.9537,  6.90443e-09,  2.85591e-09,  1.35767e-08,  7.71205e-09,  0.00000e+00,  3.00462e-09,  0.00000e+00,  3.73885e-09,
00:01:48,    108420,   253.6793,  6.90443e-09,  3.37550e-09,  1.31313e-08,  8.88058e-09,  1.16852e-09,  3.67266e-09,  1.16852e-09,  3.50557e-09,
00:01:48,    108758,   254.8297,  3.71852e-09,  4.41467e-09,  1.26870e-08,  7.71205e-09,  0.00000e+00,  3.17125e-09, -2.34350e-10,  4.43975e-09,
00:01:49,    109096,   256.5539,  4.24868e-09,  4.15547e-09,  1.33535e-08,  7.71205e-09, -2.33275e-10,  2.67061e-09,  2.33275e-10,  4.20647e-09,
00:01:49,    109433,   257.4160,  4.78130e-09,  3.11630e-09,  1.29091e-08,  7.71205e-09, -2.34350e-10,  3.00462e-09,  4.67625e-10,  3.50557e-09,
00:01:49,    109771,   258.8533,  5.84164e-09,  3.37550e-09,  1.33535e-08,  8.17968e-09,  0.00000e+00,  2.83800e-09,  1.16852e-09,  2.80467e-09,
00:01:50,    110109,   260.5788,  5.84164e-09,  2.59672e-09,  1.26870e-08,  8.17968e-09,  2.33275e-10,  3.33864e-09,  9.35250e-10,  3.03795e-09,
00:01:50,    110448,   262.0161,  2.65573e-09,  3.89508e-09,  1.24638e-08,  7.47877e-09, -2.33275e-10,  2.67061e-09,  2.34350e-10,  3.97320e-09,
00:01:50,    110787,   263.1652,  3.71852e-09,  3.89508e-09,  1.33535e-08,  7.71205e-09, -4.67625e-10,  2.50398e-09,  7.00900e-10,  3.73992e-09,
00:01:51,    111124,   264.8907,  4.24868e-09,  3.89508e-09,  1.31313e-08,  7.94532e-09, -4.67625e-10,  2.33736e-09,  9.34175e-10,  3.73885e-09,
00:01:51,    111462,   266.0398,  4.78130e-09,  3.63589e-09,  1.33535e-08,  8.88058e-09, -4.67625e-10,  2.67137e-09,  1.16852e-09,  3.50557e-09,
00:01:51,    111800,   267.1888,  5.84164e-09,  2.85591e-09,  1.29091e-08,  9.11493e-09,  4.67625e-10,  2.67061e-09,  1.63615e-09,  3.03795e-09,
00:01:52,    112138,   269.2013,  3.71852e-09,  4.93306e-09,  1.15731e-08,  9.81475e-09,  4.67625e-10,  3.17125e-09,  1.86942e-09,  3.03795e-09,
00:01:52,    112476,   270.0647,  3.71852e-09,  4.41467e-09,  1.22416e-08,  1.02823e-08,  2.33275e-10,  2.83800e-09,  1.63615e-09,  3.27122e-09,
00:01:52,    112814,   271.2138,  5.31148e-09,  3.37550e-09,  1.29082e-08,  9.81583e-09, -2.34350e-10,  2.83723e-09,  1.86942e-09,  2.80360e-09,
00:01:53,    113153,   272.3628,  5.31148e-09,  4.93306e-09,  1.22407e-08,  8.64623e-09,  1.16852e-09,  3.33864e-09,  2.57140e-09,  3.27122e-09,
00:01:53,    113492,   273.8001,  4.24868e-09,  4.93306e-09,  1.13510e-08,  1.02823e-08,  4.67625e-10,  3.00462e-09,  2.33705e-09,  3.27122e-09,
00:01:53,    113830,   275.5257,  4.78130e-09,  4.41347e-09,  1.24638e-08,  1.00491e-08, -2.33275e-10,  3.00462e-09,  1.86942e-09,  3.03795e-09,
00:01:54,    114168,   276.6747,  5.84164e-09,  3.89508e-09,  1.15731e-08,  9.58148e-09,  9.35250e-10,  3.33864e-09,  2.80467e-09,  1.63507e-09,
00:01:54,    114507,   278.4003,  5.31148e-09,  4.93306e-09,  1.06834e-08,  8.64730e-09,  2.33275e-10,  3.33864e-09,  2.33705e-09,  2.80467e-09,
00:01:54,    114844,   279.2624,  4.78130e-09,  5.97222e-09,  1.13510e-08,  8.41295e-09,  7.01975e-10,  3.00462e-09,  2.10270e-09,  2.33705e-09,
00:01:55,    115183,   280.6997,  9.03000e-09,  4.15428e-09,  1.20185e-08,  7.47770e-09,  4.67625e-10,  3.17125e-09,  1.86942e-09,  1.63507e-09,
00:01:55,    115521,   282.1370,  7.96720e-09,  5.45263e-09,  1.15731e-08,  7.71205e-09,  9.35250e-10,  3.33864e-09,  2.33705e-09,  1.16852e-09,
00:01:55,    115860,   282.9991,  7.96720e-09,  5.19344e-09,  1.02381e-08,  6.07697e-09,  9.35250e-10,  3.67266e-09,  1.86942e-09,  1.40287e-09,
00:01:56,    116198,   284.1481,  9.56016e-09,  4.15428e-09,  1.17963e-08,  5.84262e-09,  0.00000e+00,  2.67137e-09,  9.35250e-10,  9.35250e-10,
00:01:56,    116535,   285.8737,  8.49739e-09,  5.97222e-09,  1.04612e-08,  5.60827e-09,  9.35250e-10,  3.00462e-09,  1.63615e-09,  1.40287e-09,
00:01:56,    116873,   287.3110,  1.22159e-08,  3.63589e-09,  1.13510e-08,  6.30917e-09,  7.00900e-10,  3.17125e-09,  1.40180e-09,  4.67625e-10,
00:01:57,    117212,   288.4600,  1.22159e-08,  4.67386e-09,  1.04612e-08,  5.60827e-09,  1.16852e-09,  3.50526e-09,  1.63615e-09,  4.67625e-10,
00:01:57,    117550,   290.4725,  1.16833e-08,  5.97222e-09,  1.00159e-08,  6.07590e-09,  1.16852e-09,  3.33864e-09,  1.40180e-09,  1.16852e-09,
00:01:57,    117888,   291.3346,  1.32762e-08,  3.89508e-09,  1.15731e-08,  5.37500e-09,  4.67625e-10,  2.50398e-09,  1.40180e-09,  7.00900e-10,
00:01:58,    118227,   293.0602,  1.43415e-08,  4.15428e-09,  1.15741e-08,  6.07697e-09,  7.01975e-10,  2.83800e-09,  1.16852e-09,  1.16852e-09,
00:01:58,    118565,   294.4975,  1.27461e-08,  4.15428e-09,  1.11277e-08,  6.31025e-09,  1.40180e-09,  3.33864e-09,  2.10270e-09,  7.00900e-10,
00:01:58,    118903,   295.3596,  1.22159e-08,  4.15428e-09,  1.17952e-08,  5.14172e-09,  7.00900e-10,  2.50398e-09,  7.00900e-10,  1.86942e-09,
00:01:59,    119241,   297.3721,  1.11556e-08,  4.15428e-09,  1.17963e-08,  6.30917e-09,  7.00900e-10,  2.67061e-09,  1.40180e-09,  1.63615e-09,
00:01:59,    119580,   298.8094,  1.43390e-08,  4.41347e-09,  1.13510e-08,  7.01115e-09,  1.40180e-09,  3.00462e-09,  1.86942e-09,  4.67625e-10,
00:01:59,    119918,   299.9585,  1.16857e-08,  5.71302e-09,  1.11288e-08,  6.77680e-09,  1.40180e-09,  2.33736e-09,  1.40180e-09,  1.86942e-09,
00:02:00,    120255,   301.1088,  1.54018e-08,  3.37550e-09,  1.06834e-08,  7.01115e-09,  9.34175e-10,  2.50398e-09,  1.86942e-09,  7.00900e-10,
00:02:00,    120593,   302.2579,  1.43415e-08,  3.89508e-09,  1.15731e-08,  6.31025e-09,  9.35250e-10,  2.16996e-09,  1.16852e-09,  1.63615e-09,
00:02:00,    120931,   303.4069,  1.32787e-08,  3.63589e-09,  1.13510e-08,  6.54352e-09,  9.35250e-10,  2.67137e-09,  1.40287e-09,  1.63507e-09,
00:02:01,    121270,   305.1324,  1.54018e-08,  3.37550e-09,  1.15731e-08,  7.71205e-09,  1.86942e-09,  2.50398e-09,  1.86942e-09,  9.35250e-10,
00:02:01,    121608,   306.2815,  1.38089e-08,  5.71183e-09,  1.04612e-08,  7.01115e-09,  2.10377e-09,  2.67061e-09,  1.63615e-09,  2.33597e-09,
00:02:01,    121945,   308.0070,  1.64646e-08,  3.37550e-09,  1.09056e-08,  8.64623e-09,  1.63615e-09,  3.33787e-09,  2.57032e-09,  7.00900e-10,
00:02:02,    122283,   309.4444,  1.48716e-08,  4.67386e-09,  1.02381e-08,  8.17968e-09,  1.16852e-09,  2.50398e-09,  1.40180e-09,  2.10270e-09,
00:02:02,    122622,   310.5947,  1.48716e-08,  4.15428e-09,  1.13510e-08,  7.71205e-09,  1.16852e-09,  2.33736e-09,  1.63507e-09,  1.63615e-09,
00:02:02,    122960,   311.7438,  1.69948e-08,  3.63589e-09,  1.22407e-08,  7.71205e-09,  1.63507e-09,  2.50398e-09,  1.86942e-09,  1.16852e-09,
00:02:03,    123298,   313.4693,  1.43415e-08,  4.93306e-09,  1.02381e-08,  7.94532e-09,  1.63615e-09,  2.67061e-09,  2.10270e-09,  1.86942e-09,
00:02:03,    123636,   314.6184,  1.38089e-08,  4.15547e-09,  1.02381e-08,  8.17860e-09,  1.63507e-09,  2.16996e-09,  1.86942e-09,  2.33705e-09,
00:02:03,    123974,   316.0557,  1.38089e-08,  4.15547e-09,  1.11288e-08,  8.17860e-09,  1.16852e-09,  2.16996e-09,  2.10270e-09,  1.86942e-09,
00:02:04,    124311,   317.2060,  1.43415e-08,  4.41467e-09,  1.11288e-08,  8.17860e-09,  1.40180e-09,  2.67061e-09,  2.33705e-09,  1.40287e-09,
00:02:04,    124649,   318.9303,  1.38089e-08,  4.15547e-09,  1.13510e-08,  8.41295e-09,  1.63507e-09,  2.16996e-09,  2.33705e-09,  1.63615e-09,
00:02:04,    124987,   319.7924,  1.54043e-08,  3.89508e-09,  1.11288e-08,  9.34820e-09,  1.63507e-09,  2.33659e-09,  1.86942e-09,  9.34175e-10,
00:02:05,    125324,   321.5179,  1.64646e-08,  2.85591e-09,  1.06834e-08,  8.64730e-09,  2.10377e-09,  2.83800e-09,  3.27122e-09,  4.67625e-10,
00:02:05,    125663,   323.2421,  1.54018e-08,  4.15428e-09,  9.79371e-09,  9.11385e-09,  1.40180e-09,  2.00334e-09,  2.33705e-09,  1.86942e-09,
00:02:06,    126002,   324.1043,  1.54018e-08,  3.89508e-09,  1.13510e-08,  8.64730e-09,  1.63507e-09,  2.16996e-09,  2.10270e-09,  1.86942e-09,
00:02:06,    126340,   325.5416,  1.43415e-08,  3.89508e-09,  1.02381e-08,  8.64730e-09,  1.63615e-09,  2.33659e-09,  2.10270e-09,  1.40287e-09,
00:02:06,    126678,   327.2658,  1.59344e-08,  4.93306e-09,  9.57057e-09,  9.81583e-09,  2.57032e-09,  2.83723e-09,  3.27230e-09,  1.40180e-09,
00:02:07,    127017,   328.1292,  1.48716e-08,  4.15428e-09,  1.09066e-08,  9.81475e-09,  1.86942e-09,  2.67061e-09,  2.80467e-09,  1.40180e-09,
00:02:07,    127355,   329.2783,  1.32787e-08,  4.15547e-09,  1.09056e-08,  8.41295e-09,  1.40180e-09,  2.00334e-09,  2.33705e-09,  1.63615e-09,
00:02:07,    127693,   330.7156,  1.75274e-08,  3.63589e-09,  1.09056e-08,  9.81475e-09,  2.57032e-09,  3.17125e-09,  4.20647e-09,  7.00900e-10,
00:02:08,    128031,   332.1528,  1.85877e-08,  4.15428e-09,  1.11277e-08,  9.81583e-09,  2.57140e-09,  2.83800e-09,  3.27230e-09,  1.40180e-09,
00:02:08,    128368,   333.3032,  1.75274e-08,  4.15428e-09,  1.06834e-08,  9.81583e-09,  2.57032e-09,  2.83800e-09,  3.50557e-09,  7.01975e-10,
00:02:08,    128706,   334.4523,  1.48716e-08,  4.41347e-09,  1.06834e-08,  9.11385e-09,  1.86942e-09,  2.50398e-09,  3.50557e-09,  1.16852e-09,
00:02:09,    129043,   336.1778,  1.64646e-08,  4.41467e-09,  1.04602e-08,  9.58148e-09,  1.86942e-09,  2.67061e-09,  3.27122e-09,  9.35250e-10,
00:02:09,    129381,   337.6151,  1.48716e-08,  4.67386e-09,  1.09066e-08,  8.88058e-09,  1.40180e-09,  2.00334e-09,  2.80467e-09,  1.63615e-09,
00:02:09,    129720,   339.0511,  1.59320e-08,  3.63469e-09,  1.20185e-08,  9.11385e-09,  9.35250e-10,  2.50398e-09,  2.57032e-09,  1.63615e-09,
00:02:10,    130058,   340.2015,  1.64646e-08,  4.15428e-09,  1.02381e-08,  9.11493e-09,  2.10270e-09,  3.33864e-09,  3.73992e-09,  7.01975e-10,
00:02:10,    130397,   341.6388,  1.75274e-08,  4.41347e-09,  1.13510e-08,  8.17968e-09,  1.86942e-09,  2.50398e-09,  3.03795e-09,  1.16852e-09,
00:02:10,    130734,   343.0761,  1.59344e-08,  4.15428e-09,  1.15741e-08,  8.64730e-09,  1.16852e-09,  2.16996e-09,  2.33705e-09,  1.86942e-09,
00:02:11,    131073,   344.8003,  1.64646e-08,  3.63469e-09,  1.04602e-08,  8.88058e-09,  2.57032e-09,  3.17125e-09,  3.50557e-09,  4.67625e-10,
00:02:11,    131412,   345.9507,  1.80575e-08,  4.41347e-09,  1.00149e-08,  9.11385e-09,  1.86942e-09,  3.17201e-09,  3.03795e-09,  4.67625e-10,
00:02:11,    131749,   347.3880,  1.64646e-08,  3.89508e-09,  1.11277e-08,  8.64623e-09,  1.86942e-09,  2.83800e-09,  3.27230e-09,  1.16852e-09,
00:02:12,    132088,   348.5383,  1.85877e-08,  2.85591e-09,  1.11277e-08,  8.87950e-09,  1.63615e-09,  2.67061e-09,  3.03795e-09,  4.67625e-10,
00:02:12,    132427,   349.9743,  1.80600e-08,  2.85711e-09,  1.13510e-08,  8.88058e-09,  2.10270e-09,  2.83800e-09,  3.50557e-09,  0.00000e+00,
00:02:12,    132765,   351.4116,  1.80575e-08,  4.15428e-09,  1.06834e-08,  7.94640e-09,  1.86942e-09,  3.00462e-09,  3.27230e-09,  4.67625e-10,
00:02:13,    133103,   352.5620,  1.64646e-08,  3.37550e-09,  1.17963e-08,  6.31025e-09,  7.00900e-10,  2.16996e-09,  2.10270e-09,  1.16852e-09,
00:02:13,    133441,   354.2862,  1.85877e-08,  2.85591e-09,  1.20185e-08,  7.24442e-09,  1.16852e-09,  2.33736e-09,  2.57032e-09,  4.67625e-10,
00:02:13,    133779,   355.4366,  1.64646e-08,  2.07713e-09,  1.20185e-08,  7.47770e-09,  1.86942e-09,  3.17125e-09,  2.80467e-09,  2.33275e-10,
00:02:14,    134116,   356.5856,  1.91203e-08,  2.85591e-09,  1.15731e-08,  7.01115e-09,  1.86942e-09,  3.17125e-09,  2.80360e-09,  0.00000e+00,
00:02:14,    134455,   357.7347,  1.75274e-08,  3.63469e-09,  1.17963e-08,  7.01115e-09,  1.86942e-09,  2.83800e-09,  3.03795e-09,  4.67625e-10,
00:02:14,    134793,   359.7485,  1.48716e-08,  2.85591e-09,  1.29091e-08,  5.60827e-09,  7.01975e-10,  2.33736e-09,  1.63507e-09,  4.67625e-10,
00:02:15,    135130,   360.8975,  1.59344e-08,  3.63469e-09,  1.13510e-08,  6.07697e-09,  1.63615e-09,  3.00462e-09,  2.57032e-09,  4.67625e-10,
00:02:15,    135468,   362.0479,  1.80575e-08,  2.59672e-09,  1.31313e-08,  4.90845e-09,  7.01975e-10,  2.33659e-09,  2.33597e-09,  2.34350e-10,
00:02:15,    135807,   363.4852,  1.80575e-08,  2.33752e-09,  1.29082e-08,  5.84155e-09,  1.16852e-09,  3.17125e-09,  2.33597e-09, -2.33275e-10,
00:02:16,    136145,   365.2094,  1.59344e-08,  3.37550e-09,  1.31313e-08,  5.60827e-09,  1.86942e-09,  3.17125e-09,  2.10270e-09,  2.33275e-10,
00:02:16,    136483,   366.3584,  1.48716e-08,  3.89508e-09,  1.35757e-08,  3.73885e-09,  0.00000e+00,  2.00334e-09,  9.35250e-10,  9.35250e-10,
00:02:16,    136821,   367.7971,  1.75249e-08,  2.59672e-09,  1.40221e-08,  3.73992e-09,  7.01975e-10,  2.67137e-09,  1.16852e-09,  0.00000e+00,
00:02:17,    137160,   368.9461,  1.69948e-08,  2.33633e-09,  1.35767e-08,  4.20647e-09,  9.35250e-10,  2.33736e-09,  1.16852e-09,  0.00000e+00,
00:02:17,    137498,   370.0965,  1.38089e-08,  3.37550e-09,  1.49117e-08,  3.73885e-09,  2.33275e-10,  2.16996e-09,  7.00900e-10,  9.35250e-10,
00:02:17,    137836,   371.5338,  1.38089e-08,  3.89508e-09,  1.53571e-08,  3.50557e-09, -2.33275e-10,  1.83594e-09,  2.33275e-10,  9.35250e-10,
00:02:18,    138174,   372.9697,  1.54018e-08,  2.07713e-09,  1.49128e-08,  3.03795e-09,  4.67625e-10,  2.00257e-09,  7.01975e-10,  7.00900e-10,
00:02:18,    138513,   374.1201,  1.43415e-08,  4.15428e-09,  1.44664e-08,  3.73992e-09,  9.35250e-10,  2.50398e-09,  9.34175e-10,  4.67625e-10,
00:02:18,    138851,   375.5574,  1.38089e-08,  3.11511e-09,  1.64700e-08,  2.10377e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  1.16852e-09,
00:02:19,    139189,   376.9947,  1.32787e-08,  3.63589e-09,  1.78050e-08,  2.10270e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  1.16852e-09,
00:02:19,    139527,   378.4320,  1.48716e-08,  2.85591e-09,  1.75829e-08,  1.63615e-09,  0.00000e+00,  2.33659e-09,  0.00000e+00,  9.35250e-10,
00:02:19,    139865,   379.5824,  1.59344e-08,  2.85591e-09,  1.82504e-08,  1.86942e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  7.00900e-10,
00:02:20,    140203,   381.0197,  1.38089e-08,  3.63469e-09,  1.86957e-08,  2.10270e-09,  4.67625e-10,  2.50398e-09,  2.33275e-10,  9.35250e-10,
00:02:20,    140542,   382.4570,  1.48716e-08,  4.15428e-09,  2.02540e-08,  1.63615e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  9.35250e-10,
00:02:20,    140880,   383.6060,  1.54018e-08,  3.63589e-09,  2.11437e-08,  1.40180e-09,  0.00000e+00,  2.33659e-09, -2.33275e-10,  9.35250e-10,
00:02:21,    141218,   385.0433,  1.64646e-08,  3.37550e-09,  2.06983e-08,  2.10377e-09,  4.67625e-10,  2.83800e-09,  2.33275e-10,  9.35250e-10,
00:02:21,    141556,   386.4806,  1.59320e-08,  3.63469e-09,  2.13658e-08,  1.63507e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  4.67625e-10,
